TimeSeries; || ;RR; DET; LAM; RATIO; averageL; averageH; Lmax; Hmax; DIV; ENTR; averageTime1; averageTime2
[126.5819, 151.238, 161.858, 172.488, 173.9333, 175.38, 174.0816, 172.782, 173.0329, 173.284, 172.3869, 171.489, 168.8472, 166.203, 168.4469, 170.693, 166.0557, 161.414, 162.1112, 162.809, 159.1232, 155.434, 155.431, 155.428, 150.2884]; || ;0.07179079520846468;0.9111111111111111;0.9563318777292577;12.691196809638964;13.560975609756097;10.753424657534246;168;33;0.005952380952380952;2.9669542800129607;20.58730158730159;24.761904761904763
[145.144, 146.6878, 148.233, 148.5858, 148.939, 147.3952, 145.85, 153.8797, 161.917, 165.4054, 168.897, 165.1093, 161.318, 162.0152, 162.713, 159.2726, 155.829, 147.9492, 140.062, 143.6038, 147.149, 144.059, 140.966, 143.8052, 146.647]; || ;0.025958718236890437;0.9166666666666666;0.9036144578313253;35.312478000703976;15.818181818181818;4.72;58;18;0.017241379310344827;2.6023807799324823;53.90625;55.21875
[149.839, 153.034, 158.7148, 164.401, 164.8468, 165.293, 164.1026, 162.911, 161.816, 160.72, 163.2598, 165.802, 166.4002, 166.999, 166.1524, 165.305, 167.7464, 170.19, 161.5141, 152.83, 154.8286, 156.829, 157.4752, 158.122, 161.0116]; || ;0.02420438036238042;1.0;0.959731543624161;41.314835787089464;21.8;4.769230769230769;111;12;0.009009009009009009;2.488327743368588;27.5;30.5
[163.904, 162.2588, 160.612, 161.707, 162.803, 161.66, 160.516, 157.7728, 155.027, 158.6678, 162.312, 161.1126, 159.912, 159.1159, 158.319, 150.939, 143.552, 140.2101, 136.865, 138.6602, 140.457, 147.6876, 154.925, 157.3184, 159.714]; || ;0.031824785504783314;0.925;0.9117647058823529;29.06539621016365;11.81081081081081;3.903225806451613;66;8;0.015151515151515152;2.6409907400577355;48.80392156862745;52.34313725490196
[158.0178, 156.32, 152.1315, 147.939, 145.0524, 142.163, 142.8122, 143.462, 142.9083, 142.354, 140.3589, 138.362, 138.413, 138.464, 144.2528, 150.047, 147.5517, 145.054, 147.199, 149.346, 152.1852, 155.027, 159.7657, 164.509, 165.8044]; || ;0.03621063019105836;0.9411764705882353;0.8835978835978836;25.991717504564278;10.583333333333334;6.389221556886228;84;26;0.011904761904761904;2.5020512999799642;58.65853658536585;63.0
[167.101, 167.8456, 168.591, 168.7944, 168.998, 169.5967, 170.196, 176.8763, 183.563, 180.2691, 176.972, 172.3857, 167.795, 163.1552, 158.511, 156.5184, 154.524, 152.6304, 150.735, 150.8365, 150.938, 155.4733, 160.013, 167.2411, 174.476]; || ;0.03906142923713714;1.0;0.9457364341085271;25.600701754385966;18.870967741935484;10.057377049180328;57;24;0.017543859649122806;3.1209529939096874;0;0
[167.5473, 160.612, 158.5685, 156.523, 153.4839, 150.442, 150.9413, 151.441, 157.7715, 164.108, 172.3796, 180.659, 175.325, 169.986, 165.75, 161.51, 157.8183, 154.123, 156.8182, 159.516, 164.2547, 168.998, 168.2983, 167.598, 170.4397]; || ;0.019160658973164112;1.0;0.8345864661654135;52.19027181688126;11.45;4.1441441441441444;50;12;0.02;2.4843668399738017;112.15384615384616;113.53846153846153
[173.284, 172.9312, 172.578, 170.6364, 168.693, 168.4926, 168.292, 169.342, 170.393, 167.1041, 163.812, 161.0698, 158.325, 162.9593, 167.598, 165.8538, 164.108, 161.9151, 159.72, 165.9006, 172.087, 174.6818, 177.279, 175.6328, 173.985]; || ;0.022066281077821333;0.9583333333333334;0.8244274809160306;43.429761904761904;12.08695652173913;5.25;63;17;0.015873015873015872;2.653304872930927;49.791666666666664;50.291666666666664
[173.3613, 172.737, 170.7704, 168.802, 171.3383, 173.877, 171.6246, 169.37, 166.8032, 164.234, 166.4614, 168.691, 166.8214, 164.95, 166.2734, 167.598, 167.4176, 167.237, 164.4293, 161.619, 159.4995, 157.378, 160.4056, 163.436, 164.1986]; || ;0.0189961897974288;0.8846153846153846;0.559748427672956;46.56804306804306;9.043478260869565;4.112359550561798;55;14;0.01818181818181818;2.2609368563805945;37.303030303030305;38.25757575757576
[164.962, 163.4732, 161.983, 165.2509, 168.522, 168.4975, 168.473, 162.2875, 156.096, 156.4778, 156.86, 156.6906, 156.521, 158.9118, 161.305, 163.4035, 165.504, 164.5535, 163.602, 160.6359, 157.667, 156.2167, 154.765, 157.7666, 160.771]; || ;0.028206463638606398;0.975;0.8035714285714286;34.566545189504374;9.564102564102564;8.744444444444444;32;25;0.03125;2.770207566689363;101.24137931034483;103.0
