17.336.036,20.000,1.364.908,1,16.552,0.3340,0.1574,23.041,-9999,0.3825
17.337.560,20.000,1.547.701,1,15.571,0.3840,0.0156,22.120,-9999,0.6332
17.339.084,10.000,1.627.591,1,14.590,0.3960,0.0007,22.090,-9999,0.7792
17.340.608,10.000,1.652.057,1,13.270,0.3910,0.0002,22.020,-9999,0.8309
17.342.132,10.000,1.685.986,2,13.040,0.3990,0.0001,21.700,-9999,0.9098
17.343.656,10.000,1.696.419,2,13.590,0.4070,0.0001,21.540,-9999,0.9361
17.345.180,10.000,1.688.231,2,13.920,0.4130,0.0001,21.600,-9999,0.9153
17.346.704,10.000,1.687.380,11,13.980,0.3680,0.0001,21.720,-9999,0.9132
17.348.228,10.000,1.698.659,1,13.960,0.3260,0.0001,22.040,-9999,0.9419
17.349.752,10.000,1.709.369,22,14.290,0.3370,0.0001,22.370,-9999,0.9704
17.351.276,10.000,1.682.443,2,14.910,0.3700,0.0001,22.480,-9999,0.9011
17.352.800,10.000,1.673.451,2,14.010,0.3640,0.0001,22.680,-9999,0.8795
17.354.324,10.000,1.645.303,2,13.040,0.3190,0.0003,22.890,-9999,0.8162
17.355.848,10.000,1.604.004,1,13.140,0.2930,0.0020,22.960,-9999,0.7329
17.357.372,10.000,1.562.404,1,13.470,0.2650,0.0098,22.960,-9999,0.6579
17.358.896,10.000,1.572.729,1,12.890,0.2660,0.0069,22.960,-9999,0.6758
17.360.420,10.000,1.574.210,20.000,12.260,0.2730,0.0066,23.050,-9999,0.6784
17.361.944,10.000,1.579.679,20.000,11.580,0.2800,0.0054,23.180,-9999,0.6881
17.363.468,10.000,1.547.793,20.000,11.040,0.2990,0.0156,23.230,-9999,0.6333
17.364.992,10.000,1.543.940,20.000,10.700,0.3240,0.0174,23.330,-9999,0.6270
17.366.516,10.000,1.505.734,20.000,10.460,0.3470,0.0465,23.250,-9999,0.5671
17.368.040,10.000,1.518.999,20.000,10.680,0.3570,0.0340,23.080,-9999,0.5873
17.369.564,10.000,1.494.663,20.000,12.450,0.3530,0.0590,23.080,-9999,0.5506
17.371.088,10.000,1.460.124,20.000,14.789,0.2920,0.1101,23.070,-9999,0.5017
17.372.612,10.000,1.359.861,20.000,15.720,0.2410,0.1651,23.290,-9999,0.3767
17.374.136,10.000,1.324.404,20.000,14.770,0.2150,0.1690,23.740,-9999,0.3377
17.375.660,10.000,1.375.945,20.000,13.930,0.2030,0.1551,23.930,-9999,0.3952
17.377.184,10.000,1.463.321,20.000,12.330,0.1970,0.1047,24.310,-9999,0.5060
17.378.708,10.000,1.553.160,20.000,0.9301,0.2100,0.0132,23.640,-9999,0.6423
17.380.232,10.000,1.558.169,20.000,0.8100,0.2820,0.0113,22.370,-9999,0.6507
17.381.756,10.000,1.551.271,20.000,0.7580,0.4110,0.0140,22.130,-9999,0.6391
17.383.280,10.000,1.514.694,20.000,0.7410,0.4060,0.0378,21.640,-9999,0.5807
17.384.804,10.000,1.534.078,20.000,0.7440,0.3830,0.0230,21.240,-9999,0.6110
17.386.328,10.000,1.526.191,20.000,0.6700,0.3590,0.0284,21.440,-9999,0.5985
17.387.852,10.000,1.585.424,20.000,0.6660,0.3500,0.0043,21.740,-9999,0.6984
17.389.376,10.000,1.604.738,20.000,0.6660,0.3530,0.0020,22.350,-9999,0.7343
17.390.900,10.000,1.667.803,20.000,0.6610,0.3340,0.0001,22.330,-9999,0.8663
17.392.424,10.000,1.673.699,20.000,0.6390,0.3460,0.0001,21.520,-9999,0.8801
17.393.948,10.000,1.679.229,20.000,0.5910,0.3510,0.0001,21.420,-9999,0.8933
17.395.472,10.000,1.665.582,20.000,0.5490,0.3490,0.0001,21.210,-9999,0.8612
17.396.996,10.000,1.608.496,20.000,0.4950,0.3540,0.0017,20.950,-9999,0.7415
17.398.520,10.000,1.573.994,20.000,0.5340,0.3640,0.0066,19.330,-9999,0.6780
17.400.044,10.000,1.547.303,20.000,0.5940,0.4220,0.0158,19.513,-9999,0.6325
17.401.568,10.000,1.539.061,20.000,0.7230,0.4910,0.0200,19.353,-9999,0.6191
17.403.092,10.000,1.507.493,20.000,0.9199,0.5710,0.0447,19.193,-9999,0.5697
17.404.616,10.000,1.419.679,20.000,12.569,0.4900,0.1841,19.193,-9999,0.4484
17.406.140,10.000,1.411.911,20.000,12.030,0.4260,0.1979,19.193,-9999,0.4387
17.407.664,10.000,1.424.209,20.000,10.330,0.4250,0.1757,19.193,-9999,0.4542
17.409.188,10.000,1.458.536,20.000,10.390,0.4140,0.1128,19.674,-9999,0.4995
17.410.712,10.000,1.474.698,20.000,10.280,0.3440,0.0864,20.155,-9999,0.5219
17.412.236,10.000,1.488.349,20.000,10.680,0.2370,0.0670,24.190,-9999,0.5414
17.413.760,10.000,1.567.041,20.000,11.280,0.2450,0.0084,23.670,-9999,0.6659
17.415.284,10.000,1.612.885,20.000,11.720,0.3120,0.0014,23.410,-9999,0.7500
17.416.808,10.000,1.678.753,20.000,11.840,0.3170,0.0001,23.460,-9999,0.8921
17.418.332,10.000,1.667.221,20.000,11.690,0.3030,0.0001,23.570,-9999,0.8650
17.419.856,10.000,1.670.610,20.000,11.330,0.2720,0.0001,23.730,-9999,0.8728
17.421.380,10.000,1.662.541,20.000,10.710,0.2680,0.0001,23.130,-9999,0.8543
17.422.904,10.000,1.646.412,20.000,10.620,0.2680,0.0002,22.840,-9999,0.8186
17.424.428,10.000,1.664.818,20.000,10.440,0.2680,0.0001,22.270,-9999,0.8595
17.425.952,10.000,1.673.579,20.000,10.390,0.2720,0.0001,22.490,-9999,0.8798
17.427.476,10.000,1.684.009,20.000,10.590,0.3050,0.0001,23.460,-9999,0.9049
17.429.000,10.000,1.680.260,20.000,10.760,0.3200,0.0001,23.480,-9999,0.8958
17.430.524,10.000,1.713.866,20.000,10.720,0.3070,0.0001,23.500,-9999,0.9827
17.432.048,10.000,1.704.871,20.000,10.190,0.3090,0.0001,22.270,-9999,0.9582
17.433.572,10.000,1.678.793,20.000,0.9640,0.3280,0.0001,21.170,-9999,0.8922
17.435.096,10.000,1.653.923,20.000,0.9310,0.3570,0.0002,20.760,-9999,0.8350
17.436.620,10.000,1.695.106,20.000,0.8870,0.3820,0.0001,20.340,-9999,0.9327
17.438.144,10.000,1.693.300,20.000,0.8420,0.3940,0.0001,19.520,-9999,0.9281
17.439.668,10.000,1.676.502,20.000,0.8480,0.3860,0.0001,19.120,-9999,0.8868
17.441.192,10.000,1.626.566,20.000,0.7870,0.3880,0.0007,19.120,-9999,0.7771
17.442.716,10.000,1.621.181,20.000,0.7940,0.3880,0.0009,19.140,-9999,0.7663
17.444.240,10.000,1.588.054,20.000,0.8170,0.3670,0.0039,19.180,-9999,0.7032
17.445.764,10.000,1.563.943,20.000,0.7930,0.3780,0.0093,20.310,-9999,0.6605
17.447.288,10.000,1.549.152,20.000,0.8020,0.3850,0.0149,20.830,-9999,0.6356
17.448.812,10.000,1.581.956,20.000,0.8160,0.3760,0.0049,21.860,-9999,0.6921
17.450.336,10.000,1.612.157,20.000,0.8200,0.3690,0.0014,22.510,-9999,0.7485
17.451.860,10.000,1.642.217,20.000,0.8160,0.3540,0.0003,22.800,-9999,0.8096
17.453.384,10.000,1.619.133,20.000,0.8260,0.3510,0.0010,22.930,-9999,0.7622
17.454.908,10.000,1.593.603,20.000,0.9470,0.3570,0.0031,23.200,-9999,0.7134
17.456.432,10.000,1.605.729,20.000,0.9340,0.3600,0.0019,23.470,-9999,0.7361
17.457.956,10.000,1.652.295,20.000,0.8900,0.3370,0.0002,23.580,-9999,0.8314
17.459.480,10.000,1.664.139,20.000,0.7390,0.3300,0.0001,23.430,-9999,0.8579
17.461.004,10.000,1.643.422,20.000,0.6580,0.3210,0.0003,23.140,-9999,0.8122
17.462.528,10.000,1.587.256,20.000,0.6330,0.3160,0.0040,22.320,-9999,0.7017
17.464.052,10.000,1.606.118,20.000,0.7010,0.3160,0.0019,20.680,-9999,0.7369
17.465.576,10.000,1.594.281,20.000,0.6880,0.3660,0.0031,20.590,-9999,0.7146
17.467.100,10.000,1.644.294,20.000,0.7290,0.3640,0.0003,20.430,-9999,0.8141
17.468.624,10.000,1.650.939,20.000,0.6700,0.3110,0.0002,21.130,-9999,0.8284
17.470.148,10.000,1.682.097,20.000,0.5520,0.3050,0.0001,21.790,-9999,0.9002
17.471.672,10.000,1.663.702,20.000,0.5150,0.2930,0.0001,21.740,-9999,0.8569
17.473.196,10.000,1.627.604,20.000,0.4970,0.3320,0.0007,21.660,-9999,0.7793
17.474.720,10.000,1.598.383,20.000,0.4760,0.3470,0.0026,21.390,-9999,0.7222
17.476.244,10.000,1.583.912,20.000,0.4590,0.3450,0.0046,21.350,-9999,0.6957
17.477.768,10.000,1.585.170,20.000,0.4630,0.3760,0.0044,21.330,-9999,0.6979
17.479.292,10.000,1.585.460,20.000,0.4840,0.3400,0.0043,21.300,-9999,0.6984
17.480.816,10.000,1.588.570,20.000,0.5010,0.3810,0.0038,21.390,-9999,0.7041
17.482.340,10.000,1.614.517,20.000,0.5090,0.3880,0.0013,21.570,-9999,0.7531
17.483.864,10.000,1.574.274,20.000,0.5070,0.4430,0.0065,21.520,-9999,0.6785
17.485.388,10.000,1.505.618,20.000,0.4940,0.3620,0.0466,21.440,-9999,0.5669
17.486.912,10.000,1.447.636,20.000,0.4570,0.3730,0.1322,20.970,-9999,0.4848
17.488.436,10.000,1.420.183,20.000,0.4120,0.4120,0.1831,20.890,-9999,0.4491
17.489.960,10.000,1.415.051,20.000,0.3890,0.3890,0.1924,20.930,-9999,0.4426
17.491.484,10.000,1.402.011,20.000,0.3890,0.3360,0.1942,21.000,-9999,0.4264
17.493.008,10.000,1.441.686,20.000,0.4010,0.3710,0.1431,20.310,-9999,0.4769
17.494.532,10.000,1.494.884,20.000,0.4740,0.3710,0.0587,20.260,-9999,0.5509
17.496.056,10.000,1.555.723,20.000,0.6939,0.3690,0.0122,20.100,-9999,0.6466
17.497.580,10.000,1.571.008,20.000,0.6790,0.3610,0.0073,20.000,-9999,0.6727
17.499.104,10.000,1.550.762,20.000,0.6790,0.4060,0.0142,19.740,-9999,0.6383
17.500.628,10.000,1.520.453,20.000,0.6130,0.3990,0.0328,19.860,40.000,0.5896
17.502.152,10.000,1.464.516,20.000,0.4870,0.4220,0.1027,20.110,30.000,0.5077
17.503.676,10.000,1.426.984,20.000,0.4120,0.3940,0.1706,20.550,30.000,0.4577
17.505.200,10.000,1.404.183,20.000,0.4040,0.4220,0.2055,20.270,30.000,0.4291
17.506.724,10.000,1.417.149,20.000,0.4420,0.4210,0.0036,20.060,40.000,0.7072
17.508.248,10.000,1.417.400,20.000,0.6689,0.3660,0.0040,19.640,40.000,0.7027
17.509.772,10.000,1.416.310,20.000,11.669,0.2035,0.0908,20.190,40.000,0.5179
17.511.296,10.000,1.368.575,20.000,15.409,0.1919,0.1742,21.630,20.000,0.2189
17.512.820,10.000,1.338.833,20.000,17.529,0.1802,0.1729,22.030,20.000,0.1941
17.514.344,10.000,1.332.921,20.000,18.300,0.1686,0.1702,22.850,20.000,0.1798
17.515.868,10.000,1.348.398,20.000,18.130,0.1570,0.1659,23.470,20.000,0.1750
17.517.392,10.000,1.379.357,20.000,17.560,0.1609,0.1638,23.430,20.000,0.1929
17.518.916,10.000,1.422.135,20.000,17.490,0.1647,0.1597,23.450,30.000,0.2179
17.520.440,10.000,1.470.645,20.000,17.350,0.1686,0.1548,23.490,30.000,0.2477
17.521.964,10.000,1.494.897,20.000,16.750,0.1725,0.1530,23.890,30.000,0.2655
17.523.488,10.000,1.521.067,20.000,14.961,0.1764,0.1515,23.830,30.000,0.2871
17.525.012,10.000,1.518.640,20.000,14.240,0.1802,0.1474,23.420,30.000,0.3233
17.526.536,10.000,1.501.042,20.000,13.590,0.2380,0.1588,23.010,30.000,0.4038
17.528.060,10.000,1.507.239,20.000,13.280,0.2650,0.1619,22.180,30.000,0.4517
17.529.584,10.000,1.503.580,20.000,13.150,0.2930,0.1321,21.930,30.000,0.4848
17.531.108,10.000,1.535.387,20.000,12.660,0.3100,0.0586,22.040,40.000,0.5511
17.532.632,10.000,1.536.030,20.000,11.150,0.3150,0.0088,22.260,40.000,0.6634
17.534.156,10.000,1.542.549,20.000,10.500,0.3090,0.0029,22.180,40.000,0.7173
17.535.680,10.000,1.528.642,20.000,0.9600,0.2980,0.0015,21.850,40.000,0.7449
17.537.204,10.000,1.468.427,20.000,0.8540,0.3310,0.0017,21.840,40.000,0.7419
17.538.728,10.000,1.485.868,20.000,0.8390,0.3460,0.0009,21.810,40.000,0.7668
17.540.252,10.000,1.482.840,20.000,0.9350,0.3450,0.0010,21.700,40.000,0.7641
17.541.776,10.000,1.541.603,20.000,11.219,0.3380,0.0058,21.720,40.000,0.6846
17.543.300,10.000,1.530.991,20.000,12.260,0.3060,0.0444,21.940,40.000,0.5701
17.544.824,10.000,1.548.768,20.000,14.579,0.2910,0.1730,22.380,30.000,0.4369
17.546.348,10.000,1.558.779,20.000,15.100,0.2160,0.1559,23.370,30.000,0.3495
17.547.872,10.000,1.606.595,20.000,14.820,0.1790,0.1381,23.770,30.000,0.3554
17.549.396,10.000,1.677.892,20.000,16.110,0.2100,0.0986,23.830,40.000,0.4946
17.550.920,10.000,1.738.653,20.000,16.590,0.2560,0.0108,23.950,40.000,0.6528
17.552.444,10.000,1.759.378,20.000,17.450,0.2800,0.0083,24.260,40.000,0.6667
17.553.968,10.000,1.717.275,20.000,18.330,0.2620,0.0168,24.490,40.000,0.6289
17.555.492,10.000,1.726.409,20.000,18.180,0.2340,0.0164,24.460,40.000,0.6303
17.557.016,10.000,1.705.852,20.000,18.270,0.2290,0.0315,24.380,40.000,0.5921
17.558.540,10.000,1.724.578,20.000,18.670,0.2300,0.0248,24.170,40.000,0.6067
17.560.064,10.000,1.656.018,20.000,17.820,0.2420,0.0529,23.760,40.000,0.5583
17.561.588,10.000,1.627.203,20.000,15.601,0.2630,0.0844,23.530,40.000,0.5238
17.563.112,10.000,1.582.595,20.000,14.440,0.2690,0.1615,23.090,30.000,0.4450
17.564.636,10.000,1.573.451,20.000,13.770,0.2640,0.1563,22.380,30.000,0.4672
17.566.160,10.000,1.563.291,20.000,12.160,0.2700,0.0500,22.120,40.000,0.5622
17.567.684,10.000,1.567.760,20.000,10.660,0.2940,0.0030,22.050,40.000,0.7161
17.569.208,10.000,1.590.487,20.000,0.9770,0.3600,0.0003,21.930,40.000,0.8082
17.570.732,10.000,1.605.598,20.000,0.8240,0.4240,0.0002,21.790,40.000,0.8333
17.572.256,10.000,1.608.050,20.000,0.7500,0.4310,0.0001,21.820,40.000,0.8489
17.573.780,10.000,1.574.904,20.000,0.6970,0.4030,0.0006,21.900,40.000,0.7831
17.575.304,10.000,1.580.089,20.000,0.6520,0.3840,0.0006,22.060,40.000,0.7850
17.576.828,10.000,1.615.716,20.000,0.6430,0.3940,0.0003,22.350,40.000,0.8100
17.578.352,10.000,1.708.409,20.000,0.6300,0.3740,0.0001,22.420,40.000,0.8933
17.579.876,10.000,1.750.195,20.000,0.6180,0.3610,0.0001,22.160,40.000,0.9413
17.581.400,10.000,1.730.892,20.000,0.6020,0.3710,0.0001,21.630,40.000,0.9152
17.582.924,10.000,1.733.770,20.000,0.5810,0.4080,0.0001,20.780,40.000,0.9325
17.584.448,10.000,1.719.762,20.000,0.5860,0.4180,0.0001,20.720,40.000,0.9297
17.585.972,10.000,1.721.000,20.000,0.5780,0.4060,0.0001,20.710,40.000,0.9449
17.587.496,10.000,1.581.166,20.000,0.5220,0.4690,0.0002,20.480,40.000,0.8336
17.589.020,10.000,1.571.631,20.000,0.4790,0.4420,0.0004,20.810,40.000,0.8007
17.590.544,10.000,1.545.193,20.000,0.4390,0.3520,0.0012,20.790,40.000,0.7568
17.592.068,10.000,1.555.519,20.000,0.4230,0.3460,0.0018,20.740,40.000,0.7376
17.593.592,10.000,1.546.631,20.000,0.4620,0.3810,0.0020,20.350,40.000,0.7328
17.595.116,10.000,1.533.322,20.000,0.5250,0.4010,0.0024,20.710,40.000,0.7252
17.596.640,10.000,1.539.739,20.000,0.5580,0.3630,0.0021,20.690,40.000,0.7306
17.598.164,10.000,1.532.111,20.000,0.6330,0.3610,0.0023,20.660,40.000,0.7267
17.599.688,10.000,1.568.306,20.000,0.7910,0.3790,0.0017,19.870,40.000,0.7415
17.601.212,10.000,1.582.518,20.000,10.359,0.4150,0.0018,19.910,40.000,0.7386
17.602.736,10.000,1.636.144,20.000,12.339,0.4520,0.0121,20.060,40.000,0.6470
17.604.260,10.000,1.728.259,20.000,16.699,0.4570,0.0213,20.340,40.000,0.6155
17.605.784,10.000,1.747.618,20.000,22.368,0.4350,0.0092,20.600,40.000,0.6613
17.607.308,10.000,1.786.306,20.000,21.210,0.4170,0.0083,21.500,40.000,0.6667
17.608.832,10.000,1.812.137,20.000,18.891,0.3810,0.0298,21.950,40.000,0.5955
17.610.356,10.000,1.726.030,20.000,17.590,0.3240,0.1095,22.870,30.000,0.5021
17.611.880,10.000,1.675.686,20.000,17.320,0.2710,0.1551,23.680,30.000,0.3804
17.613.404,10.000,1.604.048,20.000,16.780,0.2230,0.1491,24.120,30.000,0.3363
17.614.928,10.000,1.571.874,20.000,17.540,0.1780,0.1363,24.110,30.000,0.3267
17.616.452,10.000,1.484.800,20.000,19.789,0.1560,0.1454,24.110,30.000,0.2605
17.617.976,10.000,1.362.014,20.000,22.339,0.1710,0.1781,23.300,20.000,0.1689
17.619.500,10.000,1.262.601,20.000,24.249,0.1810,0.2394,22.520,10.000,0.0452
17.621.024,10.000,1.196.448,20.000,26.539,0.1790,0.2345,22.610,10.000,0.0408
17.622.548,10.000,1.229.596,20.000,26.800,0.1760,0.2256,22.700,10.000,0.0645
17.624.072,10.000,1.323.569,20.000,25.170,0.1750,0.2074,22.880,10.000,0.1198
17.625.596,10.000,1.445.146,20.000,24.340,0.1720,0.1376,23.660,30.000,0.2721
17.627.120,10.000,1.509.153,20.000,24.210,0.1620,0.1251,23.910,30.000,0.3323
