TimeSeries; || ;RR; DET; LAM; RATIO; averageL; averageH; Lmax; Hmax; DIV; ENTR; averageTime1; averageTime2
[138.9778, 135.288, 127.3649, 119.434, 106.4683, 93.49, 87.6489, 81.802, 79.3812, 76.958, 74.9725, 72.985, 74.5647, 76.146, 76.237, 76.328, 78.0347, 79.743, 80.0094, 80.276, 79.0656, 77.854, 75.881, 73.906, 74.7836]; || ;0.008744277843260876;1.0;1.0;114.36050156739812;6.111111111111111;4.6923076923076925;11;9;0.09090909090909091;1.7351264569629226;103.0;103.0
[75.662, 77.5866, 79.513, 78.8898, 78.266, 81.5344, 84.806, 82.754, 80.7, 79.4836, 78.266, 90.505, 102.756, 119.8551, 136.971, 121.0583, 105.13, 94.4283, 83.716, 91.9845, 100.261, 115.2057, 130.165, 121.3153, 112.457]; || ;0.005235602094240838;0;0;0;0;0;0;0;0;0;0;0
---------; || ;; ; ; ; ; ; ; ; ; ; ; 
