1770.4308,54.7932,2.0000
1770.5832,51.7220,2.0000
1770.7356,52.1570,2.0000
1770.8880,49.3197,2.0000
1771.0404,51.6095,2.0000
1771.1928,51.0495,2.0000
1771.3452,50.4061,2.0000
1771.4976,48.5990,2.0000
1771.6500,50.8512,2.0000
1771.8024,53.1357,2.0000
1771.9548,52.1604,2.0000
1772.1072,50.9625,2.0000
1772.2596,50.7256,2.0000
1772.4120,49.1207,2.0000
1772.5644,50.5233,2.0000
1772.7168,49.2948,2.0000
1772.8692,50.6656,2.0000
1773.0216,51.7246,2.0000
1773.1740,56.2671,2.0000
1773.3264,59.7780,2.0000
1773.4788,59.7780,2.0000
1773.6312,55.0308,2.0000
1773.7836,49.1792,2.0000
1773.9360,47.5060,2.0000
1774.0884,53.5248,2.0000
1774.2408,52.9066,2.0000
1774.3932,53.1440,2.0000
1774.5456,47.7144,2.0000
1774.6980,51.2282,2.0000
1774.8504,48.5338,2.0000
1775.0028,51.1486,2.0000
1775.1552,53.1631,2.0000
1775.3076,57.2581,2.0000
1775.4600,56.9840,2.0000
1775.6124,56.8157,2.0000
1775.7648,57.6399,2.0000
1775.9172,57.8161,2.0000
1776.0696,56.3802,1.0000
1776.2220,50.0277,1.0000
1776.3744,48.2130,1.0000
1776.5268,45.3128,1.0000
1776.6792,45.5428,1.0000
1776.8316,44.6066,1.0000
1776.9840,45.8658,4.0000
1777.1364,48.1222,4.0000
1777.2888,47.8882,4.0000
1777.4412,47.6527,4.0000
1777.5936,49.4498,4.0000
1777.7460,54.8568,4.0000
1777.8984,56.4948,4.0000
1778.0508,62.7769,4.0000
1778.2032,65.0729,4.0000
1778.3556,69.4141,4.0000
1778.5080,66.8394,4.0000
1778.6604,68.4804,4.0000
1778.8128,72.5340,4.0000
1778.9652,74.5759,4.0000
1779.1176,76.0118,1.0000
1779.2700,71.8057,1.0000
1779.4224,76.3623,1.0000
1779.5748,71.8083,1.0000
1779.7272,73.1480,1.0000
1779.8796,67.6094,1.0000
1780.0320,68.1711,1.0000
1780.1844,67.3943,1.0000
1780.3368,67.1892,1.0000
1780.4892,66.7909,1.0000
1780.6416,63.5088,1.0000
1780.7940,64.9447,1.0000
1780.9464,67.6836,1.0000
1781.0988,69.9400,1.0000
1781.2512,70.5102,1.0000
1781.4036,66.7888,1.0000
1781.5560,67.1991,1.0000
1781.7084,65.1930,1.0000
1781.8608,63.7650,1.0000
1782.0132,63.9287,1.0000
1782.1656,62.4541,1.0000
1782.3180,64.1267,1.0000
1782.4704,64.9886,1.0000
1782.6228,65.6086,1.0000
1782.7752,66.4291,1.0000
1782.9276,63.5197,1.0000
1783.0800,61.6712,1.0000
1783.2324,59.6199,1.0000
1783.3848,54.7059,1.0000
1783.5372,52.6123,1.0000
1783.6896,50.5235,4.0000
1783.8420,54.5651,4.0000
1783.9944,57.7208,4.0000
1784.1468,61.2455,4.0000
1784.2992,60.2752,4.0000
1784.4516,62.9340,4.0000
1784.6040,65.3508,4.0000
1784.7564,71.5389,4.0000
1784.9088,75.2392,4.0000
1785.0612,75.0344,2.0000
1785.2136,71.0985,2.0000
1785.3660,63.3035,2.0000
1785.5184,59.8607,2.0000
1785.6708,59.5150,2.0000
1785.8232,64.6434,2.0000
1785.9756,63.7501,2.0000
1786.1280,65.5700,2.0000
1786.2804,61.2596,2.0000
1786.4328,61.3323,2.0000
1786.5852,59.2810,2.0000
1786.7376,64.1604,2.0000
1786.8900,65.1478,2.0000
1787.0424,64.9426,2.0000
1787.1948,59.2453,2.0000
1787.3472,58.8996,2.0000
1787.4996,63.1626,2.0000
1787.6520,62.3079,2.0000
