TimeSeries; || ;RR; DET; LAM; RATIO; averageL; averageH; Lmax; Hmax; DIV; ENTR; averageTime1; averageTime2
[138.9778, 135.288, 127.3649, 119.434, 106.4683, 93.49, 87.6489, 81.802, 79.3812, 76.958, 74.9725, 72.985, 74.5647, 76.146, 76.237, 76.328, 78.0347, 79.743, 80.0094, 80.276, 79.0656, 77.854, 75.881, 73.906, 74.7836]; || ;0.06131959101998301;1.0;1.0;16.308001788109074;12.012820512820513;7.838056680161944;138;26;0.007246376811594203;2.905718558074531;71.69090909090909;76.76363636363637
[75.662, 77.5866, 79.513, 78.8898, 78.266, 81.5344, 84.806, 82.754, 80.7, 79.4836, 78.266, 90.505, 102.756, 119.8551, 136.971, 121.0583, 105.13, 94.4283, 83.716, 91.9845, 100.261, 115.2057, 130.165, 121.3153, 112.457]; || ;0.02069570461336038;1.0;1.0;48.319205298013244;10.16;4.522123893805309;76;12;0.013157894736842105;2.4352129798341116;46.0377358490566;50.301886792452834
---------; || ;; ; ; ; ; ; ; ; ; ; ; 
