TimeSeries; || ;RR; DET; LAM; RATIO; averageL; averageH; Lmax; Hmax; DIV; ENTR; averageTime1; averageTime2
[126.5819, 151.238, 161.858, 172.488, 173.9333, 175.38, 174.0816, 172.782, 173.0329, 173.284, 172.3869, 171.489, 168.8472, 166.203, 168.4469, 170.693, 166.0557, 161.414, 162.1112, 162.809, 159.1232, 155.434, 155.431, 155.428, 150.2884]; || ;0.04295386639620624;1.0;1.0;23.280791320995533;13.0;7.725714285714286;100;29;0.01;2.926157882840219;18.0;21.958333333333332
[145.144, 146.6878, 148.233, 148.5858, 148.939, 147.3952, 145.85, 153.8797, 161.917, 165.4054, 168.897, 165.1093, 161.318, 162.0152, 162.713, 159.2726, 155.829, 147.9492, 140.062, 143.6038, 147.149, 144.059, 140.966, 143.8052, 146.647]; || ;0.013294591705271237;1.0;1.0;75.21855670103093;11.166666666666666;4.083333333333333;35;13;0.02857142857142857;2.2102535776209735;0;0
[149.839, 153.034, 158.7148, 164.401, 164.8468, 165.293, 164.1026, 162.911, 161.816, 160.72, 163.2598, 165.802, 166.4002, 166.999, 166.1524, 165.305, 167.7464, 170.19, 161.5141, 152.83, 154.8286, 156.829, 157.4752, 158.122, 161.0116]; || ;0.015268221814095009;1.0;1.0;65.49551166965888;15.363636363636363;3.3577981651376145;48;10;0.020833333333333332;2.3978952727983707;0;0
[163.904, 162.2588, 160.612, 161.707, 162.803, 161.66, 160.516, 157.7728, 155.027, 158.6678, 162.312, 161.1126, 159.912, 159.1159, 158.319, 150.939, 143.552, 140.2101, 136.865, 138.6602, 140.457, 147.6876, 154.925, 157.3184, 159.714]; || ;0.017351498040075655;1.0;1.0;57.63191153238547;8.954545454545455;2.4675324675324677;47;9;0.02127659574468085;2.5239220329001784;39.88709677419355;41.58064516129032
[158.0178, 156.32, 152.1315, 147.939, 145.0524, 142.163, 142.8122, 143.462, 142.9083, 142.354, 140.3589, 138.362, 138.413, 138.464, 144.2528, 150.047, 147.5517, 145.054, 147.199, 149.346, 152.1852, 155.027, 159.7657, 164.509, 165.8044]; || ;0.017954551684438474;1.0;1.0;55.69618320610687;10.0;4.8478260869565215;41;14;0.024390243902439025;2.598605177997306;101.0;101.27777777777777
[167.101, 167.8456, 168.591, 168.7944, 168.998, 169.5967, 170.196, 176.8763, 183.563, 180.2691, 176.972, 172.3857, 167.795, 163.1552, 158.511, 156.5184, 154.524, 152.6304, 150.735, 150.8365, 150.938, 155.4733, 160.013, 167.2411, 174.476]; || ;0.027987171404292646;1.0;1.0;35.73065621939275;13.275862068965518;8.635416666666666;47;18;0.02127659574468085;2.841460037837549;7.0;10.0
[167.5473, 160.612, 158.5685, 156.523, 153.4839, 150.442, 150.9413, 151.441, 157.7715, 164.108, 172.3796, 180.659, 175.325, 169.986, 165.75, 161.51, 157.8183, 154.123, 156.8182, 159.516, 164.2547, 168.998, 168.2983, 167.598, 170.4397]; || ;0.011375784655025903;1.0;1.0;87.90602409638555;8.083333333333334;3.4838709677419355;19;10;0.05263157894736842;2.253857589601352;117.75;117.875
[173.284, 172.9312, 172.578, 170.6364, 168.693, 168.4926, 168.292, 169.342, 170.393, 167.1041, 163.812, 161.0698, 158.325, 162.9593, 167.598, 165.8538, 164.108, 161.9151, 159.72, 165.9006, 172.087, 174.6818, 177.279, 175.6328, 173.985]; || ;0.015597160165565636;1.0;1.0;64.11423550087873;8.4;6.923076923076923;33;16;0.030303030303030304;2.4843668399738017;46.833333333333336;47.5
[173.3613, 172.737, 170.7704, 168.802, 171.3383, 173.877, 171.6246, 169.37, 166.8032, 164.234, 166.4614, 168.691, 166.8214, 164.95, 166.2734, 167.598, 167.4176, 167.237, 164.4293, 161.619, 159.4995, 157.378, 160.4056, 163.436, 164.1986]; || ;0.012143307475124036;1.0;1.0;82.34988713318285;5.888888888888889;5.186046511627907;20;14;0.05;2.293118601486813;39.275862068965516;39.58620689655172
[164.962, 163.4732, 161.983, 165.2509, 168.522, 168.4975, 168.473, 162.2875, 156.096, 156.4778, 156.86, 156.6906, 156.521, 158.9118, 161.305, 163.4035, 165.504, 164.5535, 163.602, 160.6359, 157.667, 156.2167, 154.765, 157.7666, 160.771]; || ;0.01175954606507497;1.0;1.0;85.03729603729603;8.833333333333334;4.327272727272727;27;11;0.037037037037037035;2.3693821196946767;0;0
