Depth;DEPOFACIES;GR;GR_SHAPE;LLD;NPHI;PHIE;RHOB;ROCK_TYPE;VWCL
M;;gAPI;;ohm.m;m3/m3;Dec;g/cm3;;Dec
2054.8500;-9999;83.6959;-9999;1.6181;0.3893;0.0001;2.3896;-9999;0.8612
2055.0000;-9999;86.5700;-9999;1.4050;0.3651;0.0001;2.3846;-9999;0.7910
2055.1500;-9999;91.3504;-9999;1.6459;0.3502;0.0001;2.3943;-9999;0.7563
2055.3000;-9999;96.1360;-9999;1.8870;0.3538;0.0001;2.4492;-9999;0.8031
2055.4500;-9999;97.5517;-9999;1.9655;0.3597;0.0001;2.4908;-9999;0.8471
2055.6000;-9999;98.9690;-9999;2.0440;0.3689;0.0001;2.4356;-9999;0.8357
2055.7500;-9999;97.9830;-9999;1.7037;0.3756;0.0004;2.3460;-9999;0.7942
2055.9000;-9999;96.9960;-9999;1.3630;0.3792;0.0007;2.2935;-9999;0.7690
2056.0500;-9999;99.7590;-9999;1.2171;0.3850;0.0006;2.2753;-9999;0.7726
2056.2000;-9999;102.5250;-9999;1.0710;0.3927;0.0003;2.2923;-9999;0.8053
2056.3500;-9999;101.7584;-9999;1.1689;0.3922;0.0001;2.3543;-9999;0.8453
2056.5000;-9999;100.9910;-9999;1.2670;0.3855;0.0001;2.3874;-9999;0.8490
2056.6500;-9999;97.5524;-9999;1.2535;0.3817;0.0002;2.3606;-9999;0.8207
2056.8000;-9999;94.1100;-9999;1.2400;0.3796;0.0005;2.3163;-9999;0.7853
2056.9500;-9999;97.3093;-9999;1.3334;0.3822;0.0004;2.3110;-9999;0.7889
2057.1000;-9999;100.5120;-9999;1.4270;0.3869;0.0002;2.3367;-9999;0.8189
2057.2500;-9999;101.2456;-9999;1.1596;0.3923;0.0002;2.3141;-9999;0.8187
2057.4000;-9999;101.9800;-9999;0.8920;0.3979;0.0004;2.2499;-9999;0.7914
2057.5500;-9999;99.5573;-9999;0.9625;0.3801;0.0010;2.2681;-9999;0.7544
2057.7000;-9999;97.1320;-9999;1.0330;0.3570;0.0008;2.3750;-9999;0.7620
2057.8500;-9999;97.4318;-9999;1.0350;0.3553;0.0001;2.4349;-9999;0.7978
2058.0000;-9999;97.7320;-9999;1.0370;0.3569;0.0001;2.4210;-9999;0.7927
2058.1500;-9999;100.9263;-9999;1.0175;0.4031;0.0001;2.4134;-9999;0.9109
2058.3000;-9999;104.1240;-9999;0.9980;0.4526;0.0001;2.4349;-9999;0.9935
2058.4500;-9999;105.5907;-9999;0.9050;0.5210;0.0001;2.5070;-9999;1.0000
2058.6000;-9999;107.0590;-9999;0.8120;0.5852;0.0001;2.5915;-9999;1.0000
2058.7500;-9999;103.4155;-9999;0.8070;0.5703;0.0001;2.6259;-9999;1.0000
2058.9000;-9999;99.7680;-9999;0.8020;0.5568;0.0001;2.6263;-9999;1.0000
2059.0500;-9999;99.1538;-9999;0.8315;0.5553;0.0001;2.6225;-9999;1.0000
2059.2000;-9999;98.5390;-9999;0.8610;0.5566;0.0001;2.6269;-9999;1.0000
2059.3500;-9999;101.7822;-9999;0.9245;0.5721;0.0001;2.6376;-9999;1.0000
2059.5000;-9999;105.0290;-9999;0.9880;0.5788;0.0001;2.6414;-9999;1.0000
2059.6500;-9999;103.9456;-9999;1.0625;0.5561;0.0001;2.6331;-9999;1.0000
2059.8000;-9999;102.8610;-9999;1.1370;0.5340;0.0001;2.6208;-9999;1.0000
2059.9500;-9999;99.4299;-9999;1.0915;0.5134;0.0001;2.6176;-9999;1.0000
2060.1000;-9999;95.9950;-9999;1.0460;0.4931;0.0001;2.6232;-9999;1.0000
2060.2500;-9999;93.0726;-9999;0.9780;0.4735;0.0001;2.6177;-9999;1.0000
2060.4000;-9999;90.1470;-9999;0.9100;0.4388;0.0001;2.6107;-9999;1.0000
2060.5500;-9999;86.2047;-9999;0.9555;0.3820;0.0001;2.6321;-9999;0.9751
2060.7000;-9999;82.2580;-9999;1.0010;0.3401;0.0001;2.6768;-9999;0.9172
2060.8500;-9999;79.0243;-9999;1.2908;0.3149;0.0001;2.7224;-9999;0.8785
2061.0000;-9999;75.7870;-9999;1.5810;0.2959;0.0001;2.7197;-9999;0.8242
2061.1500;-9999;77.0198;-9999;1.7869;0.2825;0.0001;2.6892;-9999;0.7668
2061.3000;-9999;78.2540;-9999;1.9930;0.2670;0.0001;2.6439;-9999;0.6934
2061.4500;-9999;78.8067;-9999;2.7321;0.2500;0.0001;2.5979;-9999;0.6155
2061.6000;-9999;79.3600;-9999;3.4720;0.2447;0.0001;2.6018;-9999;0.6034
2061.7500;-9999;76.6070;-9999;4.3115;0.2457;0.0001;2.6302;-9999;0.6253
2061.9000;-9999;73.8510;-9999;5.1520;0.2467;0.0001;2.6119;-9999;0.6159
2062.0500;-9999;76.2352;-9999;5.2584;0.2478;0.0001;2.5738;-9999;0.5932
2062.2000;-9999;78.6220;-9999;5.3650;0.2393;0.0001;2.5184;-9999;0.5326
2062.3500;-9999;78.9088;-9999;7.5968;0.2279;0.0051;2.4761;-9999;0.4727
2062.5000;-9999;79.1960;-9999;9.8310;0.2204;0.0163;2.4664;-9999;0.4454
2062.6500;-9999;80.9860;-9999;9.3307;0.2138;0.0244;2.4607;-9999;0.4229
2062.8000;-9999;82.7780;-9999;8.8305;0.2180;0.0393;2.4367;-9999;0.4188
2062.9500;-9999;80.6322;-9999;8.3302;0.2237;0.0423;2.4281;-9999;0.4288
2063.1000;-9999;78.4840;-9999;8.4121;0.2333;0.0267;2.4420;-9999;0.4648
2063.2500;-9999;77.1127;-9999;8.4941;0.2430;0.0658;2.3791;-9999;0.4494
2063.4000;-9999;75.7400;-9999;8.5760;0.2388;0.1074;2.3222;-9999;0.3999
2063.5500;-9999;76.9858;-9999;10.2406;0.2344;0.0493;2.4086;-9999;0.4453
2063.7000;-9999;78.2330;-9999;9.9764;0.2251;0.0001;2.5056;-9999;0.4846
2063.8500;-9999;77.8617;-9999;9.7122;0.2154;0.0001;2.5475;-9999;0.4858
2064.0000;-9999;77.4900;-9999;9.4480;0.2031;0.0001;2.5569;-9999;0.4577
2064.1500;-9999;75.8814;-9999;8.6409;0.1950;0.0001;2.5301;-9999;0.4173
2064.3000;-9999;74.2710;-9999;7.8330;0.2059;0.0157;2.4794;-9999;0.4135
2064.4500;-9999;75.5288;-9999;6.5897;0.2271;0.0414;2.4280;-9999;0.4380
2064.6000;-9999;76.7880;-9999;5.3450;0.2802;0.0208;2.4141;-9999;0.5761
2064.7500;-9999;77.8374;-9999;4.0022;0.3429;0.0001;2.4737;-9999;0.7894
2064.9000;-9999;78.8880;-9999;2.6580;0.4274;0.0001;2.5161;-9999;1.0000
2065.0500;-9999;79.8780;-9999;2.0648;0.4665;0.0001;2.5327;-9999;1.0000
2065.2000;-9999;80.8690;-9999;1.4710;0.4268;0.0001;2.5544;-9999;1.0000
2065.3500;-9999;83.0308;-9999;1.5390;0.4033;0.0001;2.5502;-9999;1.0000
2065.5000;-9999;85.1950;-9999;1.6070;0.4018;0.0001;2.5184;-9999;0.9794
2065.6500;-9999;81.0153;-9999;1.3996;0.3985;0.0001;2.4971;-9999;0.9586
2065.8000;-9999;76.8310;-9999;1.1920;0.3933;0.0001;2.5090;-9999;0.9523
2065.9500;-9999;77.0279;-9999;1.2290;0.3854;0.0001;2.5348;-9999;0.9476
2066.1000;-9999;77.2250;-9999;1.2660;0.3751;0.0001;2.5523;-9999;0.9308
2066.2500;-9999;75.4945;-9999;1.3235;0.3657;0.0001;2.5548;-9999;0.9067
2066.4000;-9999;73.7620;-9999;1.3810;0.3569;0.0001;2.5578;-9999;0.8845
2066.5500;-9999;73.2903;-9999;1.3950;0.3499;0.0001;2.5752;-9999;0.8767
2066.7000;-9999;72.8180;-9999;1.4090;0.3437;0.0001;2.5971;-9999;0.8743
2066.8500;-9999;73.4447;-9999;1.4510;0.3401;0.0001;2.6069;-9999;0.8710
2067.0000;-9999;74.0720;-9999;1.4930;0.3376;0.0001;2.5957;-9999;0.8563
2067.1500;-9999;73.0810;-9999;1.4870;0.3459;0.0001;2.5832;-9999;0.8710
2067.3000;-9999;72.0890;-9999;1.4810;0.3572;0.0001;2.5584;-9999;0.8857
2067.4500;-9999;72.9085;-9999;1.5430;0.3747;0.0001;2.5083;-9999;0.9002
2067.6000;-9999;73.7290;-9999;1.6050;0.3932;0.0001;2.4599;-9999;0.9191
2067.7500;-9999;74.5455;-9999;1.5370;0.4006;0.0001;2.4561;-9999;0.9360
2067.9000;-9999;75.3630;-9999;1.4690;0.4068;0.0001;2.4595;-9999;0.9468
2068.0500;-9999;78.1805;-9999;1.4945;0.3966;0.0001;2.4543;-9999;0.9246
2068.2000;-9999;81.0010;-9999;1.5200;0.3856;0.0001;2.4593;-9999;0.8976
2068.3500;-9999;80.6912;-9999;1.4061;0.3686;0.0001;2.4854;-9999;0.8681
2068.5000;-9999;80.3810;-9999;1.2920;0.3532;0.0001;2.4937;-9999;0.8312
2068.6500;-9999;82.4434;-9999;1.3515;0.3558;0.0001;2.5175;-9999;0.8543
2068.8000;-9999;84.5080;-9999;1.4110;0.3586;0.0001;2.5358;-9999;0.8743
2068.9500;-9999;84.0173;-9999;1.5129;0.3627;0.0001;2.5423;-9999;0.8900
2069.1000;-9999;83.5260;-9999;1.6150;0.3664;0.0001;2.5526;-9999;0.9071
2069.2500;-9999;80.4407;-9999;1.5715;0.3685;0.0001;2.5705;-9999;0.9249
2069.4000;-9999;77.3520;-9999;1.5280;0.3677;0.0001;2.5979;-9999;0.9411
2069.5500;-9999;76.4690;-9999;1.6599;0.3589;0.0001;2.6212;-9999;0.9325
2069.7000;-9999;75.5850;-9999;1.7920;0.3530;0.0001;2.6308;-9999;0.9225
2069.8500;-9999;78.8597;-9999;1.7390;0.3530;0.0001;2.6249;-9999;0.9186
2070.0000;-9999;82.1380;-9999;1.6860;0.3497;0.0001;2.6084;-9999;0.8983
2070.1500;-9999;80.3245;-9999;1.6530;0.3409;0.0001;2.6075;-9999;0.8735
2070.3000;-9999;78.5090;-9999;1.6200;0.3315;0.0001;2.6088;-9999;0.8482
2070.4500;-9999;75.6821;-9999;1.6890;0.3211;0.0001;2.5984;-9999;0.8128
2070.6000;-9999;72.8520;-9999;1.7580;0.3165;0.0001;2.6047;-9999;0.8042
2070.7500;-9999;74.3017;-9999;1.8879;0.3175;0.0001;2.6019;-9999;0.8052
2070.9000;-9999;75.7530;-9999;2.0180;0.3243;0.0001;2.6102;-9999;0.8296
2071.0500;-9999;74.4177;-9999;1.9545;0.3357;0.0001;2.6456;-9999;0.8846
2071.2000;-9999;73.0810;-9999;1.8910;0.3451;0.0001;2.6523;-9999;0.9152
2071.3500;-9999;73.8431;-9999;1.9855;0.3534;0.0001;2.6384;-9999;0.9286
2071.5000;-9999;74.6060;-9999;2.0800;0.3539;0.0001;2.6473;-9999;0.9360
2071.6500;-9999;74.6615;-9999;2.0150;0.3508;0.0001;2.6624;-9999;0.9319
2071.8000;-9999;74.7170;-9999;1.9500;0.3527;0.0001;2.6592;-9999;0.9345
2071.9500;-9999;74.3222;-9999;1.9095;0.3563;0.0001;2.6583;-9999;0.9395
2072.1000;-9999;73.9270;-9999;1.8690;0.3586;0.0001;2.6759;-9999;0.9428
2072.2500;-9999;74.0599;-9999;1.8160;0.3607;0.0001;2.6789;-9999;0.9456
2072.4000;-9999;74.1930;-9999;1.7630;0.3526;0.0001;2.6622;-9999;0.9344
2072.5500;-9999;74.9936;-9999;1.7740;0.3428;0.0001;2.6579;-9999;0.9125
2072.7000;-9999;75.7950;-9999;1.7850;0.3302;0.0001;2.6692;-9999;0.8851
2072.8500;-9999;77.3357;-9999;1.7615;0.3173;0.0001;2.6928;-9999;0.8653
2073.0000;-9999;78.8780;-9999;1.7380;0.3064;0.0001;2.6944;-9999;0.8363
2073.1500;-9999;81.9008;-9999;1.6885;0.2952;0.0001;2.6902;-9999;0.8025
2073.3000;-9999;84.9270;-9999;1.6390;0.2730;0.0001;2.7103;-9999;0.7545
2073.4500;-9999;80.4794;-9999;1.7160;0.2523;0.0001;2.7311;-9999;0.7111
2073.6000;-9999;76.0270;-9999;1.7930;0.2451;0.0001;2.7359;-9999;0.6944
2073.7500;-9999;74.7047;-9999;1.9124;0.2388;0.0001;2.7258;-9999;0.6703
2073.9000;-9999;73.3810;-9999;2.0320;0.2378;0.0001;2.7270;-9999;0.6682
2074.0500;-9999;75.4633;-9999;2.1674;0.2363;0.0001;2.7593;-9999;0.6858
2074.2000;-9999;77.5480;-9999;2.3030;0.2332;0.0001;2.7598;-9999;0.6775
2074.3500;-9999;75.4292;-9999;2.4039;0.2317;0.0001;2.7315;-9999;0.6544
2074.5000;-9999;73.3080;-9999;2.5050;0.2343;0.0001;2.7230;-9999;0.6558
2074.6500;-9999;75.2015;-9999;2.7559;0.2376;0.0001;2.7259;-9999;0.6668
2074.8000;-9999;77.0970;-9999;3.0070;0.2422;0.0001;2.7151;-9999;0.6724
2074.9500;-9999;76.2275;-9999;3.4618;0.2487;0.0001;2.6960;-9999;0.6777
2075.1000;-9999;75.3570;-9999;3.9170;0.2580;0.0001;2.6687;-9999;0.6850
2075.2500;-9999;75.4924;-9999;4.3977;0.2642;0.0001;2.6376;-9999;0.6814
2075.4000;-9999;75.6280;-9999;4.8790;0.2668;0.0001;2.5984;-9999;0.6623
2075.5500;-9999;77.6384;-9999;5.0519;0.2589;0.0001;2.5553;-9999;0.6118
2075.7000;-9999;79.6510;-9999;5.2250;0.2414;0.0001;2.5316;-9999;0.5474
2075.8500;-9999;77.0459;-9999;4.9851;0.2209;0.0001;2.5250;-9999;0.4860
2076.0000;-9999;74.4380;-9999;4.7450;0.1983;0.0001;2.5235;-9999;0.4219
2076.1500;-9999;76.1126;-9999;4.5616;0.1821;0.0001;2.5208;-9999;0.3751
2076.3000;-9999;77.7890;-9999;4.3780;0.1698;0.0132;2.5119;-9999;0.3345
2076.4500;-9999;77.8285;-9999;4.4160;0.1596;0.0297;2.4986;-9999;0.2970
2076.6000;-9999;77.8680;-9999;4.4540;0.1503;0.0465;2.4842;-9999;0.2612
2076.7500;-9999;77.2813;-9999;4.3590;0.1457;0.0586;2.4722;-9999;0.2402
2076.9000;-9999;76.6940;-9999;4.2640;0.1426;0.0671;2.4638;-9999;0.2257
2077.0500;-9999;78.9962;-9999;6.1465;0.1441;0.0702;2.4580;-9999;0.2262
2077.2000;-9999;81.3010;-9999;8.0310;0.1467;0.0673;2.4574;-9999;0.2331
2077.3500;-9999;83.0935;-9999;14.2226;0.1569;0.0563;2.4606;-9999;0.2641
2077.5000;-9999;84.8880;-9999;20.4210;0.1683;0.0470;2.4631;-9999;0.2976
2077.6500;-9999;84.4028;-9999;22.0261;0.1676;0.0550;2.4518;-9999;0.2881
2077.8000;-9999;83.9170;-9999;22.3471;0.1660;0.0694;2.4321;-9999;0.2705
2077.9500;-9999;86.1193;-9999;22.6680;0.1609;0.0834;2.4158;-9999;0.2452
2078.1000;-9999;88.3240;-9999;22.9890;0.1561;0.0978;2.3987;-9999;0.2205
2078.2500;-9999;84.8384;-9999;23.0680;0.1587;0.0635;2.4466;-9999;0.2598
2078.4000;-9999;81.3490;-9999;23.1470;0.1613;0.0720;2.4320;-9999;0.2573
2078.5500;-9999;83.9796;-9999;18.4776;0.1639;0.0813;2.4175;-9999;0.2547
2078.7000;-9999;86.6130;-9999;13.8030;0.1655;0.0914;2.4029;-9999;0.2495
2078.8500;-9999;87.1967;-9999;13.5501;0.1624;0.1033;2.3883;-9999;0.2310
2079.0000;-9999;87.7810;-9999;13.2970;0.1587;0.1154;2.3738;-9999;0.2109
2079.1500;-9999;87.7365;-9999;12.8333;0.1530;0.1287;2.3592;-9999;0.1852
2079.3000;-9999;87.6920;-9999;12.3690;0.1481;0.1416;2.3447;-9999;0.1615
2079.4500;-9999;86.0749;-9999;12.2471;0.1450;0.1532;2.3301;-9999;0.1435
2079.6000;-9999;84.4560;-9999;12.1250;0.1437;0.1615;2.3155;-9999;0.1417
2079.7500;-9999;84.4945;-9999;11.6832;0.1458;0.1689;2.3010;-9999;0.1447
2079.9000;-9999;84.5330;-9999;11.2410;0.1504;0.1630;2.3097;-9999;0.1513
2080.0500;-9999;85.9572;-9999;11.1206;0.1587;0.1539;2.3184;-9999;0.1737
2080.2000;-9999;87.3830;-9999;11.0000;0.1681;0.1426;2.3272;-9999;0.2061
2080.3500;-9999;87.4839;-9999;10.5712;0.1789;0.1307;2.3359;-9999;0.2423
2080.5000;-9999;87.5850;-9999;10.1420;0.1900;0.1187;2.3447;-9999;0.2791
2080.6500;-9999;84.9180;-9999;10.4853;0.2014;0.1062;2.3534;-9999;0.3166
2080.8000;-9999;82.2480;-9999;10.8290;0.2115;0.0943;2.3621;-9999;0.3506
2080.9500;-9999;81.9901;-9999;10.5277;0.2208;0.0832;2.3709;-9999;0.3823
2081.1000;-9999;81.7320;-9999;10.2260;0.2327;0.0705;2.3796;-9999;0.4214
2081.2500;-9999;78.9076;-9999;9.3435;0.2461;0.0572;2.3883;-9999;0.4644
2081.4000;-9999;76.0800;-9999;8.4600;0.2672;0.0001;2.4683;-9999;0.5764
2081.5500;-9999;76.3828;-9999;8.0292;0.2915;0.0001;2.5256;-9999;0.6819
2081.7000;-9999;76.6860;-9999;7.5980;0.2986;0.0001;2.5370;-9999;0.7093
2081.8500;-9999;74.6996;-9999;7.0428;0.3007;0.0001;2.5370;-9999;0.7150
2082.0000;-9999;72.7110;-9999;6.4870;0.3083;0.0001;2.5370;-9999;0.7361
2082.1500;-9999;71.7750;-9999;5.6230;0.3170;0.0001;2.5370;-9999;0.7603
2082.3000;-9999;70.8380;-9999;4.7580;0.3299;0.0001;2.5370;-9999;0.7959
2082.4500;-9999;70.1819;-9999;4.4292;0.3433;0.0001;2.5370;-9999;0.8329
2082.6000;-9999;69.5250;-9999;4.1000;0.3367;0.0001;2.5370;-9999;0.8145
2082.7500;-9999;71.2965;-9999;3.4494;0.3291;0.0001;2.5370;-9999;0.7937
2082.9000;-9999;73.0700;-9999;2.7980;0.3441;0.0001;2.5370;-9999;0.8351
2083.0500;-9999;73.5347;-9999;2.3892;0.3579;0.0001;2.5374;-9999;0.8734
2083.2000;-9999;74.0000;-9999;1.9800;0.3558;0.0001;2.5408;-9999;0.8699
2083.3500;-9999;74.7976;-9999;1.9435;0.3539;0.0001;2.5482;-9999;0.8697
2083.5000;-9999;75.5960;-9999;1.9070;0.3534;0.0001;2.5565;-9999;0.8739
2083.6500;-9999;76.0642;-9999;1.8086;0.3571;0.0001;2.5614;-9999;0.8873
2083.8000;-9999;76.5330;-9999;1.7100;0.3787;0.0001;2.5593;-9999;0.9457
2083.9500;-9999;82.0010;-9999;1.6615;0.3994;0.0001;2.5650;-9999;0.9991
2084.1000;-9999;87.4750;-9999;1.6130;0.4156;0.0001;2.5792;-9999;1.0000
2084.2500;-9999;94.9169;-9999;1.4806;0.4287;0.0001;2.5982;-9999;1.0000
2084.4000;-9999;102.3670;-9999;1.3480;0.4350;0.0001;2.6164;-9999;1.0000
2084.5500;-9999;106.8120;-9999;1.1286;0.4411;0.0001;2.6237;-9999;1.0000
2084.7000;-9999;111.2620;-9999;0.9090;0.4440;0.0001;2.6252;-9999;1.0000
2084.8500;-9999;113.5697;-9999;0.8335;0.4413;0.0001;2.6270;-9999;1.0000
2085.0000;-9999;115.8800;-9999;0.7580;0.4387;0.0001;2.6289;-9999;1.0000
2085.1500;-9999;113.0511;-9999;0.7735;0.4417;0.0001;2.6289;-9999;1.0000
2085.3000;-9999;110.2190;-9999;0.7890;0.4467;0.0001;2.6224;-9999;1.0000
2085.4500;-9999;110.2740;-9999;0.7940;0.4517;0.0001;2.6122;-9999;1.0000
2085.6000;-9999;110.3290;-9999;0.7990;0.4563;0.0001;2.5987;-9999;1.0000
2085.7500;-9999;111.6852;-9999;0.8000;0.4609;0.0001;2.5852;-9999;1.0000
2085.9000;-9999;113.0430;-9999;0.8010;0.4730;0.0001;2.5750;-9999;1.0000
2086.0500;-9999;105.3363;-9999;0.7845;0.4918;0.0001;2.5710;-9999;1.0000
2086.2000;-9999;97.6210;-9999;0.7680;0.5106;0.0001;2.5650;-9999;1.0000
2086.3500;-9999;91.0751;-9999;0.8065;0.5163;0.0001;2.5627;-9999;1.0000
2086.5000;-9999;84.5220;-9999;0.8450;0.5208;0.0001;2.5681;-9999;1.0000
2086.6500;-9999;81.3997;-9999;0.8505;0.5239;0.0001;2.5816;-9999;1.0000
2086.8000;-9999;78.2740;-9999;0.8560;0.5235;0.0001;2.6002;-9999;1.0000
2086.9500;-9999;80.4253;-9999;0.8475;0.5231;0.0001;2.6174;-9999;1.0000
2087.1000;-9999;82.5790;-9999;0.8390;0.4756;0.0001;2.6235;-9999;1.0000
2087.2500;-9999;84.7693;-9999;0.8200;0.4081;0.0001;2.6191;-9999;1.0000
2087.4000;-9999;86.9620;-9999;0.8010;0.3407;0.0001;2.6072;-9999;0.8727
2087.5500;-9999;86.1849;-9999;0.9579;0.2733;0.0001;2.5917;-9999;0.6759
2087.7000;-9999;85.4070;-9999;1.1150;0.2059;0.0001;2.5704;-9999;0.4746
2087.8500;-9999;87.1226;-9999;1.1040;0.1680;0.0001;2.5468;-9999;0.3531
2088.0000;-9999;88.8400;-9999;1.0930;0.1619;0.0060;2.5274;-9999;0.3229
2088.1500;-9999;88.5422;-9999;1.0665;0.1558;0.0190;2.5155;-9999;0.2977
2088.3000;-9999;88.2440;-9999;1.0400;0.1570;0.0206;2.5124;-9999;0.2990
2088.4500;-9999;86.6794;-9999;1.7956;0.1593;0.0101;2.5241;-9999;0.3134
2088.6000;-9999;85.1130;-9999;1.8354;0.1606;0.0001;2.5417;-9999;0.3288
2088.7500;-9999;83.9796;-9999;1.8752;0.1591;0.0001;2.5638;-9999;0.3393
2088.9000;-9999;82.8450;-9999;1.9150;0.1575;0.0001;2.5838;-9999;0.3484
2089.0500;-9999;85.4910;-9999;2.4162;0.1515;0.0001;2.5939;-9999;0.3382
2089.2000;-9999;88.1400;-9999;2.9180;0.1431;0.0001;2.5920;-9999;0.3130
2089.3500;-9999;88.4378;-9999;3.1769;0.1348;0.0001;2.5804;-9999;0.2818
2089.5000;-9999;88.7360;-9999;3.4360;0.1306;0.0001;2.5751;-9999;0.2663
2089.6500;-9999;91.1182;-9999;3.0767;0.1264;0.0001;2.5797;-9999;0.2573
2089.8000;-9999;93.5030;-9999;2.7170;0.1255;0.0001;2.5941;-9999;0.2644
2089.9500;-9999;90.6076;-9999;3.1388;0.1289;0.0001;2.6162;-9999;0.2891
2090.1000;-9999;87.7090;-9999;3.5610;0.1324;0.0001;2.6386;-9999;0.3140
2090.2500;-9999;87.3922;-9999;3.4830;0.1352;0.0001;2.6572;-9999;0.3345
2090.4000;-9999;87.0750;-9999;3.4050;0.1379;0.0001;2.6785;-9999;0.3564
2090.5500;-9999;87.6347;-9999;3.1192;0.1402;0.0001;2.6991;-9999;0.3766
2090.7000;-9999;88.1950;-9999;2.8330;0.1409;0.0001;2.7131;-9999;0.3882
2090.8500;-9999;90.1154;-9999;2.7675;0.1417;0.0001;2.7184;-9999;0.3939
2091.0000;-9999;92.0380;-9999;2.7020;0.1438;0.0001;2.7165;-9999;0.3987
2091.1500;-9999;89.5719;-9999;3.1378;0.1469;0.0001;2.7101;-9999;0.4031
2091.3000;-9999;87.1030;-9999;3.5740;0.1500;0.0001;2.7039;-9999;0.4076
2091.4500;-9999;86.7242;-9999;3.7889;0.1530;0.0001;2.7024;-9999;0.4152
2091.6000;-9999;86.3450;-9999;4.0040;0.1561;0.0001;2.7051;-9999;0.4257
2091.7500;-9999;85.5664;-9999;3.9682;0.1570;0.0001;2.7071;-9999;0.4294
2091.9000;-9999;84.7870;-9999;3.9324;0.1543;0.0001;2.7047;-9999;0.4203
2092.0500;-9999;86.3661;-9999;3.8966;0.1516;0.0001;2.7003;-9999;0.4098
2092.2000;-9999;87.9470;-9999;4.5680;0.1486;0.0001;2.6915;-9999;0.3955
2092.3500;-9999;86.7337;-9999;4.3391;0.1456;0.0001;2.6806;-9999;0.3795
2092.5000;-9999;85.5190;-9999;4.1100;0.1423;0.0001;2.6661;-9999;0.3604
2092.6500;-9999;86.1651;-9999;4.0071;0.1377;0.0001;2.6468;-9999;0.3345
2092.8000;-9999;86.8120;-9999;3.9040;0.1331;0.0001;2.6291;-9999;0.3095
2092.9500;-9999;88.2867;-9999;4.7615;0.1321;0.0001;2.6198;-9999;0.3004
2093.1000;-9999;89.7630;-9999;4.7533;0.1340;0.0001;2.6194;-9999;0.3056
2093.2500;-9999;87.9405;-9999;4.7452;0.1359;0.0001;2.6291;-9999;0.3176
2093.4000;-9999;86.1160;-9999;4.7370;0.1457;0.0001;2.6441;-9999;0.3556
2093.5500;-9999;86.2689;-9999;4.8829;0.1561;0.0001;2.6561;-9999;0.3928
2093.7000;-9999;86.4220;-9999;5.0290;0.1657;0.0001;2.6665;-9999;0.4267
2093.8500;-9999;87.3295;-9999;4.5168;0.1737;0.0001;2.6749;-9999;0.4549
2094.0000;-9999;88.2380;-9999;4.0040;0.1818;0.0001;2.6763;-9999;0.4783
2094.1500;-9999;91.6656;-9999;3.8941;0.1793;0.0001;2.6802;-9999;0.4740
2094.3000;-9999;95.0970;-9999;3.7840;0.1728;0.0001;2.6801;-9999;0.4557
2094.4500;-9999;95.3803;-9999;4.1778;0.1670;0.0001;2.6866;-9999;0.4440
2094.6000;-9999;95.6640;-9999;4.5720;0.1674;0.0001;2.6894;-9999;0.4470
2094.7500;-9999;94.5081;-9999;4.9128;0.1678;0.0001;2.6843;-9999;0.4446
2094.9000;-9999;93.3510;-9999;5.2540;0.1668;0.0001;2.6776;-9999;0.4374
2095.0500;-9999;91.9463;-9999;5.5563;0.1645;0.0001;2.6722;-9999;0.4273
2095.2000;-9999;90.5400;-9999;5.8590;0.1622;0.0001;2.6692;-9999;0.4189
2095.3500;-9999;91.3361;-9999;6.2568;0.1582;0.0001;2.6657;-9999;0.4053
2095.5000;-9999;92.1330;-9999;6.6550;0.1540;0.0001;2.6605;-9999;0.3899
2095.6500;-9999;92.0296;-9999;6.8929;0.1499;0.0001;2.6587;-9999;0.3772
2095.8000;-9999;91.9260;-9999;7.1310;0.1461;0.0001;2.6637;-9999;0.3697
2095.9500;-9999;94.0358;-9999;7.2619;0.1423;0.0001;2.6709;-9999;0.3636
2096.1000;-9999;96.1480;-9999;7.3930;0.1364;0.0001;2.6736;-9999;0.3487
2096.2500;-9999;94.6303;-9999;7.1991;0.1295;0.0001;2.6775;-9999;0.3316
2096.4000;-9999;93.1110;-9999;7.0050;0.1227;0.0001;2.6792;-9999;0.3134
2096.5500;-9999;91.8602;-9999;7.2114;0.1181;0.0001;2.6829;-9999;0.3026
2096.7000;-9999;90.6080;-9999;7.4180;0.1135;0.0001;2.6917;-9999;0.2952
2096.8500;-9999;90.6635;-9999;6.2547;0.1127;0.0001;2.6978;-9999;0.2970
2097.0000;-9999;90.7190;-9999;5.0900;0.1166;0.0001;2.7015;-9999;0.3106
2097.1500;-9999;89.2903;-9999;5.2769;0.1204;0.0001;2.6972;-9999;0.3188
2097.3000;-9999;87.8600;-9999;5.4640;0.1200;0.0001;2.6904;-9999;0.3132
2097.4500;-9999;89.5171;-9999;5.5430;0.1189;0.0001;2.6866;-9999;0.3073
2097.6000;-9999;91.1760;-9999;5.6220;0.1173;0.0001;2.6847;-9999;0.3015
2097.7500;-9999;89.9937;-9999;5.7009;0.1142;0.0001;2.6860;-9999;0.2934
2097.9000;-9999;88.8100;-9999;5.8240;0.1112;0.0001;2.6915;-9999;0.2882
2098.0500;-9999;89.0818;-9999;5.9470;0.1136;0.0001;2.7024;-9999;0.3025
