Depth;DEPOFACIES;GR;GR_SHAPE;LLD;NPHI;PHIE;RHOB;ROCK_TYPE;VWCL
M;;gAPI;;ohm.m;m3/m3;Dec;g/cm3;;Dec
1864.2000;1.0000;143.8020;2.0000;1.4640;0.4437;0.0037;2.4854;4.0000;0.7062
1864.3500;1.0000;141.5141;2.0000;1.4455;0.4556;0.0001;2.5454;4.0000;0.7242
1864.5000;1.0000;139.2240;2.0000;1.4270;0.4607;0.0001;2.5754;4.0000;0.7156
1864.6500;1.0000;141.3729;2.0000;1.3355;0.4646;0.0027;2.4761;4.0000;0.7201
1864.8000;1.0000;143.5240;2.0000;1.2440;0.4677;0.0061;2.3634;4.0000;0.6820
1864.9500;1.0000;147.3551;2.0000;1.1495;0.4842;0.0026;2.3492;4.0000;0.7215
1865.1000;1.0000;151.1900;2.0000;1.0550;0.5111;0.0003;2.3900;4.0000;0.8048
1865.2500;1.0000;153.0911;2.0000;0.9720;0.5256;0.0002;2.4108;4.0000;0.8338
1865.4000;1.0000;154.9940;2.0000;0.8890;0.5317;0.0001;2.4106;4.0000;0.8509
1865.5500;1.0000;158.6192;2.0000;0.8675;0.5368;0.0001;2.3986;4.0000;0.8826
1865.7000;1.0000;162.2480;2.0000;0.8460;0.5414;0.0001;2.3790;4.0000;0.8972
1865.8500;1.0000;164.1366;2.0000;0.8215;0.5293;0.0001;2.3716;4.0000;0.8903
1866.0000;1.0000;166.0270;2.0000;0.7970;0.5081;0.0001;2.3968;4.0000;0.8709
1866.1500;1.0000;166.1239;2.0000;0.9409;0.4598;0.0002;2.4457;4.0000;0.8226
1866.3000;1.0000;166.2210;2.0000;1.0850;0.3980;0.0014;2.4830;4.0000;0.7479
1866.4500;1.0000;163.0131;2.0000;1.2539;0.3702;0.0035;2.4876;4.0000;0.7082
1866.6000;1.0000;159.8020;2.0000;1.4230;0.3576;0.0061;2.4767;4.0000;0.6819
1866.7500;1.0000;158.6336;2.0000;1.4590;0.3518;0.0096;2.4684;4.0000;0.6589
1866.9000;1.0000;157.4640;2.0000;1.4950;0.3488;0.0136;2.4599;4.0000;0.6405
1867.0500;1.0000;157.0587;2.0000;1.3811;0.3525;0.0149;2.4445;4.0000;0.6356
1867.2000;1.0000;156.6530;2.0000;1.2670;0.3586;0.0146;2.4342;4.0000;0.6367
1867.3500;1.0000;155.4301;2.0000;1.2615;0.3596;0.0171;2.4326;4.0000;0.6281
1867.5000;1.0000;154.2060;2.0000;1.2560;0.3591;0.0221;2.4221;4.0000;0.6133
1867.6500;1.0000;151.4099;2.0000;1.2865;0.3594;0.0329;2.4117;4.0000;0.5895
1867.8000;1.0000;148.6110;2.0000;1.3170;0.3599;0.0407;2.4191;4.0000;0.5759
1867.9500;1.0000;149.1737;2.0000;1.0861;0.3935;0.0143;2.4347;4.0000;0.6378
1868.1000;1.0000;149.7370;2.0000;0.8550;0.4345;0.0038;2.4380;4.0000;0.7044
1868.2500;1.0000;151.0323;2.0000;0.8075;0.4606;0.0016;2.4193;4.0000;0.7428
1868.4000;1.0000;152.3290;2.0000;0.7600;0.4839;0.0007;2.3986;4.0000;0.7761
1868.5500;1.0000;155.4160;2.0000;0.7415;0.4620;0.0010;2.3931;4.0000;0.7631
1868.7000;1.0000;158.5060;2.0000;0.7230;0.4332;0.0014;2.4040;4.0000;0.7498
1868.8500;1.0000;160.3461;2.0000;0.7540;0.4440;0.0006;2.4200;4.0000;0.7866
1869.0000;1.0000;162.1880;2.0000;0.7850;0.4597;0.0003;2.4229;4.0000;0.8114
1869.1500;1.0000;158.1930;2.0000;0.8475;0.4642;0.0004;2.4068;4.0000;0.7949
1869.3000;1.0000;154.1940;2.0000;0.9100;0.4678;0.0011;2.3840;4.0000;0.7583
1869.4500;1.0000;155.3319;2.0000;0.9830;0.4551;0.0018;2.3628;4.0000;0.7377
1869.6000;1.0000;156.4710;2.0000;1.0560;0.4415;0.0026;2.3529;4.0000;0.7212
1869.7500;1.0000;152.7303;2.0000;1.1370;0.4469;0.0031;2.3777;4.0000;0.7138
1869.9000;1.0000;148.9860;2.0000;1.2180;0.4529;0.0029;2.4157;4.0000;0.7166
1870.0500;1.0000;150.5172;2.0000;1.1575;0.4525;0.0022;2.4256;4.0000;0.7304
1870.2000;1.0000;152.0500;2.0000;1.0970;0.4520;0.0021;2.4075;4.0000;0.7311
1870.3500;1.0000;151.9231;2.0000;1.0960;0.4520;0.0027;2.3856;4.0000;0.7197
1870.5000;1.0000;151.7960;2.0000;1.0950;0.4517;0.0029;2.3837;4.0000;0.7176
1870.6500;1.0000;148.3277;2.0000;1.0495;0.4452;0.0054;2.3877;4.0000;0.6875
1870.8000;1.0000;144.8560;2.0000;1.0040;0.4388;0.0097;2.3893;4.0000;0.6586
1870.9500;1.0000;145.3582;2.0000;1.0440;0.4358;0.0102;2.3878;4.0000;0.6562
1871.1000;1.0000;145.8610;2.0000;1.0840;0.4325;0.0118;2.3752;4.0000;0.6481
1871.2500;1.0000;146.4362;2.0000;1.0525;0.4269;0.0151;2.3586;4.0000;0.6351
1871.4000;1.0000;147.0120;2.0000;1.0210;0.4212;0.0172;2.3539;4.0000;0.6277
1871.5500;1.0000;147.9440;2.0000;1.0755;0.4147;0.0177;2.3593;4.0000;0.6260
1871.7000;1.0000;148.8770;2.0000;1.1300;0.4089;0.0172;2.3690;4.0000;0.6277
1871.8500;1.0000;151.2798;2.0000;1.0995;0.4084;0.0131;2.3695;4.0000;0.6425
1872.0000;1.0000;153.6850;2.0000;1.0690;0.4079;0.0103;2.3637;4.0000;0.6554
1872.1500;1.0000;153.3826;2.0000;0.9750;0.4074;0.0100;2.3730;4.0000;0.6570
1872.3000;1.0000;153.0800;2.0000;0.8810;0.4066;0.0085;2.3970;4.0000;0.6652
1872.4500;1.0000;150.1385;2.0000;0.8290;0.4046;0.0109;2.4182;4.0000;0.6527
1872.6000;1.0000;147.1940;2.0000;0.7770;0.4071;0.0145;2.4158;4.0000;0.6372
1872.7500;1.0000;140.1545;2.0000;0.8465;0.4263;0.0196;2.4001;4.0000;0.6203
1872.9000;3.0000;133.1080;2.0000;0.9160;0.4369;0.0300;2.3834;4.0000;0.5951
1873.0500;3.0000;124.2584;5.0000;1.4702;0.4197;0.0795;2.3726;4.0000;0.5285
1873.2000;3.0000;115.4000;5.0000;2.0250;0.3933;0.1175;2.3668;3.0000;0.4554
1873.3500;3.0000;110.9877;5.0000;2.4133;0.3411;0.1280;2.3668;3.0000;0.3625
1873.5000;3.0000;106.5710;5.0000;2.8020;0.2974;0.1344;2.3716;3.0000;0.2839
1873.6500;3.0000;98.3086;5.0000;4.2018;0.2746;0.1335;2.3793;3.0000;0.2291
1873.8000;3.0000;90.0380;5.0000;5.6030;0.2536;0.1390;2.3783;3.0000;0.1738
1873.9500;3.0000;86.5212;5.0000;6.0828;0.2364;0.1497;2.3685;3.0000;0.1295
1874.1000;3.0000;83.0010;5.0000;6.5630;0.2226;0.1643;2.3523;2.0000;0.0812
1874.2500;3.0000;81.0885;5.0000;6.4675;0.2155;0.1747;2.3405;2.0000;0.0522
1874.4000;3.0000;79.1740;5.0000;6.3720;0.2116;0.1779;2.3371;2.0000;0.0435
1874.5500;3.0000;81.2140;5.0000;6.6314;0.2131;0.1769;2.3371;2.0000;0.0486
1874.7000;3.0000;83.2560;5.0000;6.4116;0.2164;0.1762;2.3371;2.0000;0.0554
1874.8500;3.0000;86.0401;5.0000;6.1918;0.2224;0.1733;2.3371;2.0000;0.0793
1875.0000;3.0000;88.8270;5.0000;5.9720;0.2296;0.1702;2.3371;2.0000;0.1047
1875.1500;3.0000;89.3717;5.0000;6.2888;0.2385;0.1671;2.3371;2.0000;0.1246
1875.3000;3.0000;89.9170;5.0000;6.6060;0.2455;0.1648;2.3371;2.0000;0.1391
1875.4500;3.0000;91.4242;5.0000;6.4331;0.2494;0.1636;2.3371;2.0000;0.1496
1875.6000;3.0000;92.9330;5.0000;6.2600;0.2523;0.1627;2.3371;2.0000;0.1582
1875.7500;3.0000;99.9485;5.0000;4.4919;0.2533;0.1630;2.3371;2.0000;0.1766
1875.9000;3.0000;106.9710;5.0000;4.4089;0.2558;0.1601;2.3371;3.0000;0.1997
1876.0500;3.0000;113.3748;5.0000;4.3260;0.2617;0.1565;2.3371;3.0000;0.2288
1876.2000;1.0000;119.7850;5.0000;4.2430;0.2676;0.1526;2.3371;3.0000;0.2598
1876.3500;1.0000;129.3847;2.0000;3.0576;0.2735;0.1627;2.3157;3.0000;0.2954
1876.5000;1.0000;138.9940;2.0000;1.8710;0.2791;0.1259;2.3730;3.0000;0.3748
1876.6500;1.0000;143.9270;2.0000;1.6061;0.2835;0.1459;2.3367;3.0000;0.3902
1876.8000;1.0000;148.8650;2.0000;1.3410;0.2858;0.1495;2.3275;3.0000;0.4181
1876.9500;1.0000;152.1879;2.0000;1.1651;0.2799;0.1461;2.3303;3.0000;0.4313
1877.1000;1.0000;155.5140;2.0000;0.9890;0.2789;0.1414;2.3331;3.0000;0.4548
1877.2500;1.0000;157.2576;2.0000;0.9575;0.3015;0.0857;2.3359;4.0000;0.5061
1877.4000;1.0000;159.0030;2.0000;0.9260;0.3238;0.0535;2.3223;4.0000;0.5490
1877.5500;1.0000;160.1045;2.0000;0.8915;0.3440;0.0185;2.3769;4.0000;0.6150
1877.7000;1.0000;161.2070;2.0000;0.8570;0.3635;0.0001;2.4707;4.0000;0.6898
1877.8500;1.0000;158.3379;2.0000;0.8785;0.3777;0.0001;2.4588;4.0000;0.6913
1878.0000;1.0000;155.4660;2.0000;0.9000;0.3920;0.0001;2.4392;4.0000;0.6807
1878.1500;1.0000;152.0762;2.0000;1.0100;0.4068;0.0001;2.4971;4.0000;0.7065
1878.3000;1.0000;148.6830;2.0000;1.1200;0.4216;0.0001;2.5067;4.0000;0.7116
1878.4500;1.0000;148.7435;2.0000;1.2114;0.4388;0.0001;2.4648;4.0000;0.7176
1878.6000;1.0000;148.8040;2.0000;1.3030;0.4560;0.0001;2.4418;4.0000;0.7326
1878.7500;1.0000;150.7895;2.0000;1.1186;0.4319;0.0001;2.4722;4.0000;0.7236
1878.9000;1.0000;152.7770;2.0000;0.9340;0.4078;0.0001;2.4998;4.0000;0.7141
1879.0500;1.0000;154.3752;2.0000;0.8840;0.3837;0.0001;2.4724;4.0000;0.6759
1879.2000;1.0000;155.9750;2.0000;0.8340;0.3596;0.0037;2.4242;4.0000;0.6282
1879.3500;1.0000;156.5197;2.0000;0.7420;0.3791;0.0049;2.4125;4.0000;0.6565
1879.5000;1.0000;157.0650;2.0000;0.6500;0.4017;0.0027;2.4040;4.0000;0.6908
1879.6500;1.0000;155.3214;2.0000;0.7335;0.4221;0.0036;2.3848;4.0000;0.6988
1879.8000;1.0000;153.5760;2.0000;0.8170;0.4423;0.0001;2.4238;4.0000;0.7350
1879.9500;1.0000;147.9653;2.0000;0.8525;0.4743;0.0001;2.5392;4.0000;0.7711
1880.1000;1.0000;142.3490;2.0000;0.8880;0.5083;0.0001;2.5863;4.0000;0.7591
1880.2500;1.0000;138.5539;2.0000;0.9625;0.5169;0.0001;2.5197;4.0000;0.7448
1880.4000;1.0000;134.7550;2.0000;1.0370;0.5203;0.0001;2.4391;4.0000;0.7290
1880.5500;1.0000;135.3422;2.0000;0.9785;0.5179;0.0001;2.4110;4.0000;0.7303
1880.7000;1.0000;135.9300;2.0000;0.9200;0.5139;0.0001;2.4168;4.0000;0.7307
1880.8500;1.0000;137.0859;2.0000;0.9590;0.5010;0.0001;2.4122;4.0000;0.7224
1881.0000;1.0000;138.2430;2.0000;0.9980;0.4853;0.0039;2.3915;4.0000;0.6946
1881.1500;1.0000;140.4764;2.0000;1.1519;0.4703;0.0063;2.3675;4.0000;0.6719
1881.3000;1.0000;142.7120;2.0000;1.3060;0.4555;0.0069;2.3804;4.0000;0.6676
1881.4500;1.0000;144.5096;2.0000;1.3989;0.4530;0.0001;2.4634;4.0000;0.7135
1881.6000;1.0000;146.3090;2.0000;1.4920;0.4560;0.0001;2.5378;4.0000;0.7507
1881.7500;1.0000;143.0406;2.0000;1.4565;0.4589;0.0001;2.5262;4.0000;0.7342
1881.9000;1.0000;139.7690;2.0000;1.4210;0.4619;0.0001;2.4407;4.0000;0.6909
1882.0500;1.0000;142.1298;2.0000;1.4045;0.4648;0.0072;2.3522;4.0000;0.6650
1882.2000;1.0000;144.4930;2.0000;1.3880;0.4678;0.0058;2.3400;4.0000;0.6762
1882.3500;1.0000;143.9967;2.0000;1.4864;0.4504;0.0069;2.3811;4.0000;0.6672
1882.5000;1.0000;143.5000;2.0000;1.5850;0.4189;0.0121;2.4097;4.0000;0.6312
1882.6500;1.0000;148.5720;2.0000;1.5450;0.3998;0.0001;2.4431;4.0000;0.6476
1882.8000;1.0000;153.6490;2.0000;1.5050;0.3905;0.0001;2.5244;4.0000;0.7059
1882.9500;1.0000;154.4056;2.0000;1.4410;0.3850;0.0001;2.5848;4.0000;0.7319
1883.1000;1.0000;155.1630;2.0000;1.3770;0.3830;0.0001;2.5697;4.0000;0.7273
1883.2500;1.0000;155.4898;2.0000;1.2760;0.3878;0.0001;2.5088;4.0000;0.7078
1883.4000;1.0000;155.8170;2.0000;1.1750;0.3996;0.0001;2.4533;4.0000;0.7014
1883.5500;1.0000;158.8675;2.0000;1.2560;0.4120;0.0001;2.4046;4.0000;0.7215
1883.7000;1.0000;161.9210;2.0000;1.3370;0.4253;0.0019;2.3567;4.0000;0.7284
1883.8500;1.0000;158.9495;2.0000;1.3115;0.4342;0.0018;2.3536;4.0000;0.7310
1884.0000;1.0000;155.9750;2.0000;1.2860;0.4372;0.0001;2.4347;4.0000;0.7502
1884.1500;1.0000;153.4203;2.0000;1.2910;0.4447;0.0001;2.4920;4.0000;0.7701
1884.3000;1.0000;150.8630;2.0000;1.2960;0.4594;0.0001;2.4773;4.0000;0.7678
1884.4500;1.0000;146.9655;2.0000;1.2660;0.4664;0.0001;2.4566;4.0000;0.7441
1884.6000;1.0000;143.0640;2.0000;1.2360;0.4590;0.0001;2.4506;4.0000;0.7084
1884.7500;1.0000;148.8986;2.0000;1.2420;0.4521;0.0001;2.4530;4.0000;0.7328
1884.9000;1.0000;154.7390;2.0000;1.2480;0.4462;0.0001;2.4634;4.0000;0.7681
1885.0500;1.0000;154.0733;2.0000;1.2035;0.4414;0.0001;2.4626;4.0000;0.7558
1885.2000;1.0000;153.4070;2.0000;1.1590;0.4395;0.0001;2.4595;4.0000;0.7466
1885.3500;1.0000;157.9282;2.0000;1.2325;0.4412;0.0001;2.4730;4.0000;0.7900
1885.5000;1.0000;162.4540;2.0000;1.3060;0.4540;0.0001;2.4820;4.0000;0.8313
1885.6500;1.0000;160.3840;2.0000;1.2525;0.4663;0.0001;2.4724;4.0000;0.8450
1885.8000;1.0000;158.3120;2.0000;1.1990;0.4771;0.0001;2.4749;4.0000;0.8456
1885.9500;1.0000;158.9417;2.0000;1.1475;0.4802;0.0001;2.4975;4.0000;0.8528
1886.1000;1.0000;159.5720;2.0000;1.0960;0.4483;0.0001;2.5089;4.0000;0.8318
1886.2500;1.0000;157.5565;2.0000;1.1135;0.4193;0.0001;2.5132;4.0000;0.7734
1886.4000;1.0000;155.5390;2.0000;1.1310;0.4075;0.0001;2.5249;4.0000;0.7456
1886.5500;1.0000;154.8973;2.0000;1.1125;0.4011;0.0001;2.5215;4.0000;0.7295
1886.7000;1.0000;154.2550;2.0000;1.0940;0.4375;0.0001;2.5030;4.0000;0.7705
1886.8500;1.0000;154.5214;2.0000;1.1555;0.4712;0.0001;2.4957;4.0000;0.8126
1887.0000;1.0000;154.7880;2.0000;1.2170;0.4737;0.0001;2.4861;4.0000;0.8160
1887.1500;1.0000;157.9534;2.0000;1.1046;0.4759;0.0001;2.4335;4.0000;0.8231
1887.3000;1.0000;161.1220;2.0000;0.9920;0.4745;0.0001;2.4015;4.0000;0.8232
1887.4500;1.0000;162.8291;2.0000;1.0665;0.4729;0.0001;2.4558;4.0000;0.8469
1887.6000;1.0000;164.5380;2.0000;1.1410;0.4641;0.0001;2.5386;4.0000;0.8527
1887.7500;1.0000;161.5475;2.0000;1.1745;0.4552;0.0001;2.5331;4.0000;0.8475
1887.9000;1.0000;158.5540;2.0000;1.2080;0.4679;0.0001;2.4783;4.0000;0.8377
1888.0500;1.0000;157.7974;2.0000;1.2180;0.4812;0.0001;2.4480;4.0000;0.8366
1888.2000;1.0000;157.0400;2.0000;1.2280;0.4783;0.0001;2.4607;4.0000;0.8323
1888.3500;1.0000;155.9870;2.0000;1.2765;0.4744;0.0001;2.4746;4.0000;0.8248
1888.5000;1.0000;154.9330;2.0000;1.3250;0.4785;0.0001;2.4721;4.0000;0.8199
1888.6500;1.0000;153.6376;2.0000;1.3790;0.4834;0.0001;2.4709;4.0000;0.8133
1888.8000;1.0000;152.3410;2.0000;1.4330;0.4780;0.0001;2.4772;4.0000;0.8012
1888.9500;1.0000;148.6973;2.0000;1.3071;0.4711;0.0001;2.4864;4.0000;0.7737
1889.1000;1.0000;145.0500;2.0000;1.1810;0.4766;0.0001;2.4838;4.0000;0.7555
1889.2500;1.0000;148.8631;2.0000;1.2160;0.4845;0.0001;2.4705;4.0000;0.7824
1889.4000;1.0000;152.6800;2.0000;1.2510;0.4761;0.0001;2.4449;4.0000;0.7892
1889.5500;1.0000;154.4656;2.0000;1.2495;0.4638;0.0001;2.4184;4.0000;0.7709
1889.7000;1.0000;156.2530;2.0000;1.2480;0.4546;0.0001;2.4079;4.0000;0.7654
1889.8500;1.0000;154.5339;2.0000;1.1770;0.4462;0.0001;2.4211;4.0000;0.7464
1890.0000;1.0000;152.8130;2.0000;1.1060;0.4476;0.0001;2.4574;4.0000;0.7537
1890.1500;1.0000;149.7081;2.0000;1.0970;0.4525;0.0001;2.4851;4.0000;0.7538
1890.3000;1.0000;146.6000;2.0000;1.0880;0.4599;0.0001;2.4669;4.0000;0.7372
1890.4500;1.0000;148.2102;2.0000;1.0665;0.4682;0.0022;2.3865;4.0000;0.7206
1890.6000;1.0000;149.8220;2.0000;1.0450;0.4795;0.0037;2.2825;4.0000;0.6976
1890.7500;1.0000;153.8170;2.0000;1.1459;0.4923;0.0014;2.2795;4.0000;0.7420
1890.9000;1.0000;157.8160;2.0000;1.2470;0.4942;0.0001;2.3737;4.0000;0.8205
1891.0500;1.0000;155.9394;2.0000;1.2280;0.4898;0.0001;2.4284;4.0000;0.8252
1891.2000;1.0000;154.0610;2.0000;1.2090;0.4824;0.0001;2.4247;4.0000;0.7986
1891.3500;1.0000;150.1325;2.0000;1.2365;0.4731;0.0001;2.4043;4.0000;0.7483
1891.5000;1.0000;146.2000;2.0000;1.2640;0.4629;0.0040;2.3724;4.0000;0.6941
1891.6500;1.0000;147.1505;2.0000;1.1671;0.4521;0.0058;2.3568;4.0000;0.6760
1891.8000;1.0000;148.1020;2.0000;1.0700;0.4264;0.0092;2.3771;4.0000;0.6530
1891.9500;1.0000;145.7657;2.0000;1.0290;0.3876;0.0246;2.4030;4.0000;0.5934
1892.1000;1.0000;143.4270;2.0000;0.9880;0.3743;0.0314;2.4036;4.0000;0.5607
1892.2500;1.0000;144.8433;2.0000;0.9875;0.3871;0.0337;2.3861;4.0000;0.5794
1892.4000;1.0000;146.2610;2.0000;0.9870;0.4181;0.0140;2.3785;4.0000;0.6304
1892.5500;1.0000;149.0696;2.0000;1.0480;0.4702;0.0001;2.4079;4.0000;0.7391
1892.7000;1.0000;151.8810;2.0000;1.1090;0.4851;0.0001;2.4716;4.0000;0.8022
1892.8500;1.0000;152.4377;2.0000;1.0570;0.4501;0.0001;2.4989;4.0000;0.7747
1893.0000;1.0000;152.9950;2.0000;1.0050;0.4211;0.0001;2.4448;4.0000;0.7092
1893.1500;1.0000;152.2564;2.0000;1.0930;0.4009;0.0050;2.4117;4.0000;0.6580
1893.3000;1.0000;151.5170;2.0000;1.1810;0.3827;0.0096;2.4151;4.0000;0.6272
1893.4500;1.0000;151.5355;2.0000;1.1255;0.3680;0.0114;2.4194;4.0000;0.6070
1893.6000;1.0000;151.5540;2.0000;1.0700;0.3583;0.0031;2.4350;4.0000;0.5999
1893.7500;1.0000;150.3976;2.0000;1.1035;0.3593;0.0001;2.4515;4.0000;0.6018
1893.9000;1.0000;149.2400;2.0000;1.1370;0.3607;0.0001;2.4540;4.0000;0.5978
1894.0500;1.0000;146.7343;2.0000;1.0421;0.3632;0.0050;2.4392;4.0000;0.5793
1894.2000;1.0000;144.2260;2.0000;0.9470;0.3679;0.0195;2.4215;4.0000;0.5638
1894.3500;1.0000;143.1001;2.0000;0.9450;0.3792;0.0154;2.4238;4.0000;0.5760
1894.5000;1.0000;141.9730;2.0000;0.9430;0.3868;0.0001;2.4476;4.0000;0.5929
1894.6500;1.0000;144.0070;2.0000;1.0684;0.3814;0.0001;2.4690;4.0000;0.6058
1894.8000;1.0000;146.0430;2.0000;1.1940;0.3751;0.0001;2.4771;4.0000;0.6115
1894.9500;1.0000;148.8636;2.0000;1.1840;0.3647;0.0001;2.4836;4.0000;0.6157
1895.1000;1.0000;151.6870;2.0000;1.1740;0.3561;0.0001;2.4791;4.0000;0.6185
1895.2500;1.0000;148.1703;2.0000;1.1260;0.3566;0.0001;2.4482;4.0000;0.5821
1895.4000;1.0000;144.6500;2.0000;1.0780;0.3598;0.0246;2.4175;4.0000;0.5519
1895.5500;1.0000;144.7165;2.0000;1.0300;0.3829;0.0219;2.4106;4.0000;0.5841
1895.7000;1.0000;144.7830;2.0000;0.9820;0.4041;0.0165;2.4084;4.0000;0.6153
1895.8500;1.0000;143.3972;2.0000;1.0535;0.4051;0.0234;2.3924;4.0000;0.6015
1896.0000;1.0000;142.0100;2.0000;1.1250;0.4053;0.0287;2.3814;4.0000;0.5893
1896.1500;1.0000;132.8401;2.0000;1.3699;0.3926;0.0356;2.4049;4.0000;0.5377
1896.3000;1.0000;123.6610;2.0000;1.6150;0.3794;0.0152;2.4498;4.0000;0.5027
1896.4500;-9999;111.0343;-9999;2.4256;0.3470;0.0186;2.4724;4.0000;0.4222
1896.6000;-9999;98.3950;-9999;3.2370;0.3145;0.0521;2.4519;4.0000;0.3279
1896.7500;-9999;86.6954;-9999;3.9022;0.2860;0.1076;2.3968;4.0000;0.2299
1896.9000;-9999;74.9840;-9999;4.5680;0.2574;0.1565;2.3414;3.0000;0.1342
1897.0500;-9999;72.6597;-9999;4.3426;0.2457;0.1815;2.3110;2.0000;0.0949
1897.2000;-9999;70.3330;-9999;4.1170;0.2349;0.2005;2.2901;2.0000;0.0602
1897.3500;-9999;78.5709;-9999;3.5783;0.2349;0.2104;2.2724;1.0000;0.0653
1897.5000;-9999;86.8170;-9999;3.0390;0.2359;0.2130;2.2655;1.0000;0.0798
1897.6500;-9999;107.9594;-9999;2.3638;0.2473;0.2069;2.2559;2.0000;0.1483
1897.8000;-9999;129.1230;-9999;2.3976;0.2600;0.1883;2.2534;2.0000;0.2418
1897.9500;-9999;125.9331;-9999;2.4313;0.2612;0.1748;2.2777;2.0000;0.2428
1898.1000;-9999;122.7400;-9999;2.4650;0.2602;0.1288;2.3516;3.0000;0.2646
1898.2500;-9999;104.7451;-9999;3.1242;0.2600;0.0675;2.4525;4.0000;0.2561
1898.4000;-9999;86.7320;-9999;3.7840;0.2600;0.0370;2.5070;4.0000;0.2397
1898.5500;-9999;81.4901;-9999;4.2363;0.2688;0.0461;2.4931;4.0000;0.2377
1898.7000;-9999;76.2430;-9999;4.6890;0.2801;0.0768;2.4484;4.0000;0.2256
1898.8500;-9999;73.3375;-9999;4.8154;0.2826;0.1025;2.4114;3.0000;0.2072
1899.0000;-9999;70.4290;-9999;4.9420;0.2821;0.1124;2.3975;3.0000;0.1951
1899.1500;-9999;70.6954;-9999;4.2698;0.2847;0.1116;2.3994;3.0000;0.2006
1899.3000;-9999;70.9620;-9999;3.5970;0.2880;0.1214;2.3851;3.0000;0.1995
1899.4500;-9999;78.8855;-9999;2.7659;0.2919;0.1431;2.3495;3.0000;0.2019
1899.6000;-9999;86.8170;-9999;1.9340;0.2959;0.1481;2.3372;3.0000;0.2176
1899.7500;-9999;101.1558;-9999;1.5572;0.3009;0.1128;2.3734;3.0000;0.2757
1899.9000;-9999;115.5090;-9999;1.1800;0.3145;0.0774;2.4029;4.0000;0.3526
1900.0500;-9999;126.4585;-9999;1.0691;0.3431;0.0736;2.3832;4.0000;0.4261
1900.2000;-9999;137.4190;-9999;0.9580;0.3790;0.0721;2.3549;4.0000;0.5141
1900.3500;-9999;136.9892;-9999;0.9370;0.4209;0.0326;2.3684;4.0000;0.5815
1900.5000;-9999;136.5590;-9999;0.9160;0.4481;0.0007;2.4226;4.0000;0.6463
1900.6500;-9999;131.5235;-9999;0.9790;0.4702;0.0001;2.4666;4.0000;0.6778
1900.8000;-9999;126.4830;-9999;1.0420;0.4548;0.0001;2.4661;4.0000;0.6343
1900.9500;-9999;125.7264;-9999;1.0470;0.4411;0.0001;2.4567;4.0000;0.6064
1901.1000;-9999;124.9690;-9999;1.0520;0.4725;0.0001;2.4616;4.0000;0.6527
1901.2500;-9999;132.0869;-9999;1.0170;0.4967;0.0001;2.4550;4.0000;0.7038
1901.4000;-9999;139.2120;-9999;0.9820;0.5028;0.0001;2.4265;4.0000;0.7399
1901.5500;-9999;143.6972;-9999;0.9575;0.4950;0.0001;2.4042;4.0000;0.7430
1901.7000;-9999;148.1870;-9999;0.9330;0.4713;0.0001;2.4259;4.0000;0.7440
1901.8500;-9999;146.4559;-9999;0.9235;0.4312;0.0001;2.4862;4.0000;0.7028
1902.0000;-9999;144.7230;-9999;0.9140;0.3823;0.0001;2.5176;4.0000;0.6344
1902.1500;-9999;144.5776;-9999;1.0504;0.3772;0.0001;2.4875;4.0000;0.6115
1902.3000;-9999;144.4320;-9999;1.1870;0.3810;0.0001;2.4706;4.0000;0.6084
1902.4500;-9999;140.4735;-9999;1.1295;0.3821;0.0001;2.4982;4.0000;0.6023
1902.6000;-9999;136.5110;-9999;1.0720;0.3773;0.0001;2.4884;4.0000;0.5712
1902.7500;-9999;125.3316;-9999;1.1624;0.3487;0.0456;2.4203;4.0000;0.4481
1902.9000;-9999;114.1410;-9999;1.2530;0.3235;0.1095;2.3561;3.0000;0.3397
1903.0500;-9999;107.3679;-9999;1.5838;0.3036;0.1452;2.3226;3.0000;0.2725
1903.2000;-9999;100.5880;-9999;1.9150;0.3158;0.1577;2.3053;3.0000;0.2651
1903.3500;-9999;112.6269;-9999;1.8016;0.3527;0.1282;2.3185;3.0000;0.3619
1903.5000;-9999;124.6780;-9999;1.6880;0.3562;0.0667;2.3887;4.0000;0.4420
1903.6500;-9999;126.9419;-9999;1.4636;0.3485;0.0057;2.4732;4.0000;0.4793
1903.8000;-9999;129.2080;-9999;1.2390;0.3726;0.0001;2.4965;4.0000;0.5361
1903.9500;-9999;117.7803;-9999;1.3554;0.3983;0.0069;2.4587;4.0000;0.5148
1904.1000;-9999;106.3410;-9999;1.4720;0.4187;0.0594;2.3883;4.0000;0.4768
1904.2500;-9999;113.7558;-9999;1.2726;0.4219;0.0859;2.3440;4.0000;0.4824
1904.4000;-9999;121.1780;-9999;1.0730;0.3845;0.0729;2.3713;4.0000;0.4638
1904.5500;-9999;126.0081;-9999;1.1659;0.3489;0.0389;2.4286;4.0000;0.4549
1904.7000;-9999;130.8430;-9999;1.2590;0.3154;0.0229;2.4603;4.0000;0.4376
1904.8500;-9999;132.8645;-9999;1.4924;0.3204;0.0096;2.4735;4.0000;0.4604
1905.0000;-9999;134.8880;-9999;1.7260;0.3452;0.0090;2.4602;4.0000;0.5013
1905.1500;-9999;138.1988;-9999;1.4626;0.3774;0.0305;2.4114;4.0000;0.5424
1905.3000;-9999;141.5130;-9999;1.1990;0.4097;0.0318;2.3598;4.0000;0.5830
